menu_week_start,scraped_at,id,core_recipe_id,name,is_surcharge,surcharge_per_portion_gbp,portion_weight_g,kcal_per_portion,protein_g_per_portion,fat_g_per_portion,fat_saturates_g_per_portion,carbs_g_per_portion,sugars_g_per_portion,fibre_g_per_portion,salt_g_per_portion,kcal_per_100g,protein_g_per_100g,fat_g_per_100g,fat_saturates_g_per_100g,carbs_g_per_100g,sugars_g_per_100g,fibre_g_per_100g,salt_g_per_100g,five_a_day,prep_time_min,preparation_type,spice_level,food_brand,dietary_claims,rating_avg,rating_count,is_available,ingredients_json
2026-06-16,2026-06-10,e8d95de9-5f6c-4978-82d5-fa43ef4400f0,8754,2 Meals: Chicken Thigh & Veg Fricassée x Chicken Pie,True,3.25,818,1122,78.3,56.7,20.7,73.9,11.0,11.3,3.64,137,9.6,6.9,2.5,9.0,1.3,1.4,0.45,1,35,full-prep,no spice,Batch Cooking,,4.2,108,True,"[{""name"": ""skinless chicken thighs"", ""label"": ""Skinless chicken thighs (320g) x2"", ""in_box"": 2}, {""name"": ""puff pastry"", ""label"": ""Puff pastry (160g)"", ""in_box"": 1}, {""name"": ""intense chicken stock mix"", ""label"": ""Intense chicken stock mix (5.5g) x2"", ""in_box"": 2}, {""name"": ""garlic clove"", ""label"": ""Garlic clove x4"", ""in_box"": 4}, {""name"": ""Chinese rice wine"", ""label"": ""Chinese rice wine (30ml)"", ""in_box"": 1}, {""name"": ""blanched peas"", ""label"": ""Blanched peas (160g)"", ""in_box"": 1}, {""name"": ""soft cheese"", ""label"": ""Soft cheese (50g)"", ""in_box"": 1}, {""name"": ""wholegrain mustard"", ""label"": ""Wholegrain mustard (21g)"", ""in_box"": 1}, {""name"": ""white cup mushrooms"", ""label"": ""White cup mushrooms (160g)"", ""in_box"": 1}, {""name"": ""shredded kale"", ""label"": ""Shredded kale (80g)"", ""in_box"": 1}, {""name"": ""white potato"", ""label"": ""White potato x3"", ""in_box"": 3}]"
2026-06-16,2026-06-10,be6a5642-2ab7-4ee8-9fae-284ba8515537,8762,2 Meals: Squash & Coconut Dal x Shakshuka With Naan,True,3.25,786,1169,43.7,39.9,25.1,161.9,28.4,26.4,4.64,148,5.6,5.1,3.2,20.6,3.6,3.4,0.59,2,45,full-prep,mild,Batch Cooking,Vegetarian; Dairy Free,4.5,82,True,"[{""name"": ""green lentils"", ""label"": ""Green lentils (390g)"", ""in_box"": 1}, {""name"": ""cultured coconut"", ""label"": ""Cultured coconut (80g) x2"", ""in_box"": 2}, {""name"": ""white basmati rice"", ""label"": ""White basmati rice (130g)"", ""in_box"": 1}, {""name"": ""solid creamed coconut"", ""label"": ""Solid creamed coconut (50g)"", ""in_box"": 1}, {""name"": ""free range egg"", ""label"": ""Free range egg x2"", ""in_box"": 2}, {""name"": ""red lentils"", ""label"": ""Red lentils (100g)"", ""in_box"": 1}, {""name"": ""ground turmeric"", ""label"": ""Ground turmeric (1tsp)"", ""in_box"": 1}, {""name"": ""intense vegetable stock mix"", ""label"": ""Intense vegetable stock mix (5.5g) x2"", ""in_box"": 2}, {""name"": ""curry powder"", ""label"": ""Curry powder (2tbsp)"", ""in_box"": 1}, {""name"": ""coriander"", ""label"": ""Coriander (10g)"", ""in_box"": 1}, {""name"": ""mini garlic & coriander naans"", ""label"": ""Mini garlic & coriander naans (2pcs)"", ""in_box"": 1}, {""name"": ""brown onion"", ""label"": ""Brown onion x2"", ""in_box"": 2}, {""name"": ""ginger & garlic paste"", ""label"": ""Ginger & garlic paste (15g) x2"", ""in_box"": 2}, {""name"": ""red chilli relish"", ""label"": ""Red chilli relish (25g)"", ""in_box"": 1}, {""name"": ""black sesame seeds"", ""label"": ""Black sesame seeds (5g)"", ""in_box"": 1}, {""name"": ""butternut squash cubes"", ""label"": ""Butternut squash cubes (160g) x2"", ""in_box"": 2}, {""name"": ""cardamom pod"", ""label"": ""Cardamom pod x3"", ""in_box"": 3}, {""name"": ""lime"", ""label"": ""Lime"", ""in_box"": 1}]"
2026-06-16,2026-06-10,c0be6f8b-eac7-4bad-a6f3-c304a3240bd0,8834,2 Meals: Tray Bake Chicken Thigh Fajitas x Creamy Fajita Pasta,True,3.25,829,1464,83.7,61.1,28.6,150.9,19.7,13.4,2.95,176,10.1,7.4,3.5,18.2,2.4,1.6,0.35,1,35,full-prep,no spice,Batch Cooking,,3.99,126,True,"[{""name"": ""green chilli"", ""label"": ""Green chilli"", ""in_box"": 1}, {""name"": ""crème fraîche"", ""label"": ""Crème fraîche (80g)"", ""in_box"": 1}, {""name"": ""red pepper"", ""label"": ""Red pepper x2"", ""in_box"": 2}, {""name"": ""ground coriander"", ""label"": ""Ground coriander (1tsp)"", ""in_box"": 1}, {""name"": ""diced chicken thigh"", ""label"": ""Diced chicken thigh (250g) x2"", ""in_box"": 2}, {""name"": ""tomato paste"", ""label"": ""Tomato paste (32g)"", ""in_box"": 1}, {""name"": ""ground smoked paprika"", ""label"": ""Ground smoked paprika (2tsp)"", ""in_box"": 1}, {""name"": ""plain tortillas"", ""label"": ""Plain tortillas (6pcs)"", ""in_box"": 1}, {""name"": ""intense chicken stock mix"", ""label"": ""Intense chicken stock mix (5.5g)"", ""in_box"": 1}, {""name"": ""cheddar cheese"", ""label"": ""Cheddar cheese (40g) x2"", ""in_box"": 2}, {""name"": ""ground cumin"", ""label"": ""Ground cumin (2tsp)"", ""in_box"": 1}, {""name"": ""baby leaf salad"", ""label"": ""Baby leaf salad (50g)"", ""in_box"": 1}, {""name"": ""soft cheese"", ""label"": ""Soft cheese (50g)"", ""in_box"": 1}, {""name"": ""tortiglioni"", ""label"": ""Tortiglioni (200g)"", ""in_box"": 1}, {""name"": ""red onion"", ""label"": ""Red onion x2"", ""in_box"": 2}]"
2026-06-16,2026-06-10,b746146e-66b5-4c5e-b9b8-c75195007feb,4703,All In One Chicken Thigh Souvlaki-Style Salad With Minty Yoghurt,False,0.0,609,540,34.4,24.7,7.0,47.1,16.2,7.0,0.49,88,5.7,4.1,1.2,7.7,2.7,1.1,0.08,3,40,full-prep,no spice,Prepped in 5,Gluten Free,4,11363,True,"[{""name"": ""red pepper"", ""label"": ""Red pepper"", ""in_box"": 1}, {""name"": ""gem lettuce"", ""label"": ""Gem lettuce"", ""in_box"": 1}, {""name"": ""Mediterranean-style seasoning"", ""label"": ""Mediterranean-style seasoning (3g)"", ""in_box"": 1}, {""name"": ""skin-on chicken thighs"", ""label"": ""Skin-on chicken thighs (320g)"", ""in_box"": 1}, {""name"": ""tomato"", ""label"": ""Tomato"", ""in_box"": 1}, {""name"": ""natural yoghurt"", ""label"": ""Natural yoghurt (80g)"", ""in_box"": 1}, {""name"": ""lemon"", ""label"": ""Lemon"", ""in_box"": 1}, {""name"": ""mint sauce"", ""label"": ""Mint sauce (20g)"", ""in_box"": 1}, {""name"": ""red onion"", ""label"": ""Red onion"", ""in_box"": 1}, {""name"": ""white potato"", ""label"": ""White potato x3"", ""in_box"": 3}]"
2026-06-16,2026-06-10,35acf27a-b211-4edd-988a-91597a79328a,4276,All In One Honey Baked Greek Cheese & Crispy Gnocchi,False,0.0,474,478,20.3,11.1,7.4,75.2,15.9,5.5,2.39,100,4.3,2.3,1.6,15.9,3.4,1.2,0.51,3,40,full-prep,mild,Prepped in 5,Vegetarian,4.13,32546,True,"[{""name"": ""dried oregano"", ""label"": ""Dried oregano (1tsp)"", ""in_box"": 1}, {""name"": ""dried chilli flakes"", ""label"": ""Dried chilli flakes (0.5tsp)"", ""in_box"": 1}, {""name"": ""mini cosberg lettuce"", ""label"": ""Mini cosberg lettuce"", ""in_box"": 1}, {""name"": ""Greek salad cheese"", ""label"": ""Greek salad cheese (100g)"", ""in_box"": 1}, {""name"": ""gnocchi"", ""label"": ""Gnocchi (350g)"", ""in_box"": 1}, {""name"": ""courgette"", ""label"": ""Courgette"", ""in_box"": 1}, {""name"": ""cherry tomatoes"", ""label"": ""Cherry tomatoes (125g)"", ""in_box"": 1}, {""name"": ""red wine vinegar"", ""label"": ""Red wine vinegar (15ml)"", ""in_box"": 1}, {""name"": ""red onion"", ""label"": ""Red onion"", ""in_box"": 1}, {""name"": ""honey"", ""label"": ""Honey (25g)"", ""in_box"": 1}]"
2026-06-16,2026-06-10,60755db0-a7ff-493b-a7a5-7fcf50050ec0,3683,Aromatic Tandoori Basa With Rice Salad,False,0.0,430,497,29.2,15.4,2.5,64.2,6.3,3.1,0.69,115,6.8,3.6,0.6,14.9,1.5,0.7,0.16,1,30,full-prep,mild,20 minute meals,Gluten Free,4.31,1393,True,"[{""name"": ""white basmati rice"", ""label"": ""White basmati rice (130g)"", ""in_box"": 1}, {""name"": ""radishes"", ""label"": ""Radishes (125g)"", ""in_box"": 1}, {""name"": ""basa fillets"", ""label"": ""Basa fillets (2pcs)"", ""in_box"": 1}, {""name"": ""mayonnaise"", ""label"": ""Mayonnaise (25ml)"", ""in_box"": 1}, {""name"": ""curry powder"", ""label"": ""Curry powder (1tbsp)"", ""in_box"": 1}, {""name"": ""garlic clove"", ""label"": ""Garlic clove"", ""in_box"": 1}, {""name"": ""natural yoghurt"", ""label"": ""Natural yoghurt (80g)"", ""in_box"": 1}, {""name"": ""cucumber"", ""label"": ""Cucumber (0.5pcs)"", ""in_box"": 1}, {""name"": ""coriander"", ""label"": ""Coriander (5g)"", ""in_box"": 1}, {""name"": ""mint"", ""label"": ""Mint (5g)"", ""in_box"": 1}, {""name"": ""black sesame seeds"", ""label"": ""Black sesame seeds (5g)"", ""in_box"": 1}, {""name"": ""lime"", ""label"": ""Lime"", ""in_box"": 1}]"
2026-06-16,2026-06-10,13aea939-df4e-40b6-8ba5-fa5d7d395746,11155,Aromatic Tandoori-Style Chicken With Ready-To-Heat Brown Rice,True,0.75,530,552,36.2,21.3,3.6,51.2,6.3,7.7,0.83,104,6.8,4.0,0.7,9.7,1.2,1.5,0.16,1,20,full-prep,mild,20 minute meals,Gluten Free,0,0,True,"[{""name"": ""chicken breast strips"", ""label"": ""Chicken breast strips (250g)"", ""in_box"": 1}, {""name"": ""radishes"", ""label"": ""Radishes (125g)"", ""in_box"": 1}, {""name"": ""mayonnaise"", ""label"": ""Mayonnaise (25ml)"", ""in_box"": 1}, {""name"": ""curry powder"", ""label"": ""Curry powder (1tbsp)"", ""in_box"": 1}, {""name"": ""garlic clove"", ""label"": ""Garlic clove"", ""in_box"": 1}, {""name"": ""cooked brown long grain rice"", ""label"": ""Cooked brown long grain rice (280g)"", ""in_box"": 1}, {""name"": ""natural yoghurt"", ""label"": ""Natural yoghurt (80g)"", ""in_box"": 1}, {""name"": ""cucumber"", ""label"": ""Cucumber (0.5pcs)"", ""in_box"": 1}, {""name"": ""coriander"", ""label"": ""Coriander (5g)"", ""in_box"": 1}, {""name"": ""mint"", ""label"": ""Mint (5g)"", ""in_box"": 1}, {""name"": ""black sesame seeds"", ""label"": ""Black sesame seeds (5g)"", ""in_box"": 1}, {""name"": ""lime"", ""label"": ""Lime"", ""in_box"": 1}]"
2026-06-16,2026-06-10,d9746113-c8f7-4c65-a876-c81d88d4ebee,15260,Atlanta-Style Fried Chicken Thigh Burger With Garlic Slaw,False,0.0,,670,40.9,25.5,,69.3,,9.9,0.82,,,,,,,,,1,30,full-prep,mild,Takeaway Night,,0,0,True,
2026-06-16,2026-06-10,f84e5da6-7a2f-40f8-bfe9-66910a23cd36,15258,Bacon & Egg Ciabatta With Caramelised Marmite Onions & Smoky Ketchup,False,0.0,255,448,24.3,18.1,5.4,46.6,5.8,3.4,2.79,175,9.5,7.1,2.1,18.3,2.3,1.4,1.09,0,20,full-prep,no spice,Breakfast Time,Dairy Free,0,0,True,"[{""name"": ""tomato ketchup"", ""label"": ""Tomato ketchup (30g)"", ""in_box"": 1}, {""name"": ""free range egg"", ""label"": ""Free range egg x2"", ""in_box"": 2}, {""name"": ""ground smoked paprika"", ""label"": ""Ground smoked paprika (1tsp)"", ""in_box"": 1}, {""name"": ""smoked streaky bacon"", ""label"": ""Smoked streaky bacon (90g)"", ""in_box"": 1}, {""name"": ""ciabatta"", ""label"": ""Ciabatta x2"", ""in_box"": 2}, {""name"": ""brown onion"", ""label"": ""Brown onion"", ""in_box"": 1}, {""name"": ""Marmite"", ""label"": ""Marmite (8g)"", ""in_box"": 1}, {""name"": ""rocket"", ""label"": ""Rocket (20g)"", ""in_box"": 1}]"
2026-06-16,2026-06-10,44a1f76d-9d3c-407a-b889-208fb31a4778,11802,Bacon & Mushroom Alfredo,False,0.0,,605,26.1,21.4,,73.0,,3.5,1.9,,,,,,,,,1,10,full-prep,no spice,10-Minute,,4.4,1682,True,
