menu_week_start,scraped_at,id,core_recipe_id,name,portion_weight_g,kcal_per_portion,protein_g_per_portion,fat_g_per_portion,fat_saturates_g_per_portion,carbs_g_per_portion,sugars_g_per_portion,fibre_g_per_portion,salt_g_per_portion,kcal_per_100g,protein_g_per_100g,fat_g_per_100g,fat_saturates_g_per_100g,carbs_g_per_100g,sugars_g_per_100g,fibre_g_per_100g,salt_g_per_100g,five_a_day,prep_time_min,preparation_type,spice_level,food_brand,dietary_claims,rating_avg,rating_count,is_available
2026-05-12,2026-05-10,90aae8ba-81db-43ea-84a9-93b2385d2c79,7231,Beef & Red Wine Stew With Horseradish Mash,486,552,31.9,23.8,9.2,55.2,13.5,10.0,2.16,113,6.6,4.9,1.9,11.3,2.8,2.0,0.44,2,30,full-prep,no spice,Modern Bistro,Gluten Free,4.35,5131,True
2026-05-12,2026-05-10,c80119ca-6164-473b-b855-42f742402795,13459,Beef Brisket & Horseradish Cream With Herby Smash Potatoes,502,705,40.2,44.3,19.9,38.0,6.8,7.3,2.47,140,8.0,8.8,4.0,7.6,1.4,1.4,0.49,1,40,full-prep,no spice,Gastropub,,4.62,110,True
2026-05-12,2026-05-10,2e49e3dd-2a5c-4a7a-adc3-27618b4da9d5,14514,Beef Spaghetti Bolognese,,738,42.5,25.1,,84.7,,,2.09,,,,,,,,,3,30,full-prep,no spice,Everyday Favourites,,4.59,762,True
2026-05-12,2026-05-10,81d21b10-ecf9-4fae-a089-7f9edb27b844,4710,Black Pepper Sauce With Spinach & Ricotta Ravioli,280,425,17.9,17.4,7.3,48.5,8.1,3.3,2.09,151,6.4,6.2,2.6,17.3,2.9,1.2,0.75,1,10,full-prep,no spice,Pasta Pronto,Vegetarian,4.17,8514,False
2026-05-12,2026-05-10,dbb0b05b-576e-4b6d-936b-e76949fdc0e0,10646,Blackened Basa Wholemeal Tacos With Pineapple Salsa,390,589,28.7,19.4,4.7,70.4,21.9,8.4,1.34,150,7.4,5.0,1.2,18.0,5.6,2.2,0.34,1,10,full-prep,mild,10-Minute,Dairy Free,0,0,True
2026-05-12,2026-05-10,e7dc3438-43ce-473a-a46e-937c1a2702e5,4156,British Asparagus & Chicken Breast Risotto,401,555,41.3,12.1,6.2,68.3,5.7,4.5,1.89,138,10.3,3.0,1.5,17.0,1.4,1.1,0.47,1,45,full-prep,no spice,Modern Bistro,Gluten Free,4.28,6475,True
2026-05-12,2026-05-10,33615b6f-e753-41d2-bc2f-53efe4c5a6c5,6009,British Asparagus & Tomato Gnocchi With Crispy Capers,369,331,14.0,1.2,0.3,66.7,8.4,6.6,2.86,89,3.8,0.3,0.1,18.1,2.3,1.8,0.78,3,30,full-prep,no spice,Modern Bistro,Vegan; Vegetarian; Dairy Free,4.04,1516,True
2026-05-12,2026-05-10,86f10895-3591-410a-adc0-c5301fdbb76b,8799,"Buttery Sole With Cream, Chilli & Tomato Risotto & Charred Lemon",400,602,35.9,19.9,11.8,68.8,6.4,5.7,1.82,150,9.0,5.0,3.0,17.2,1.6,1.4,0.45,2,40,full-prep,mild,Fine Dine In,Gluten Free,4.49,139,True
2026-05-12,2026-05-10,dafcf6e6-7f9b-486e-b044-b399e25e15ba,4943,Charred Pineapple Fried Rice With Toasted Cashews,377,520,12.8,16.2,9.3,75.2,24.1,7.6,1.36,137,3.4,4.3,2.5,19.9,6.4,2.0,0.36,2,30,full-prep,mild,Takeaway Night,Vegan; Vegetarian; Dairy Free; Gluten Free,4.34,3440,True
2026-05-12,2026-05-10,7d265be8-5f5e-4954-8af3-b275acfa4c4b,7938,Cheese & Kimchi Ketchup Toastie With Smashed Potatoes,446,776,21.4,42.9,12.5,78.9,11.0,7.9,2.43,174,4.8,9.6,2.8,17.7,2.5,1.8,0.55,1,35,full-prep,spicy,Moments,Vegetarian,4.46,656,True
2026-05-12,2026-05-10,8f12e2d6-740a-444d-bf20-85c20573d9e8,14231,Cheesy Basa Gratin With Greens,370,376,37.8,7.0,3.3,41.1,6.7,7.4,2.23,101,10.2,1.9,0.9,11.1,1.8,2.0,0.6,2,35,full-prep,no spice,Nutrient Rich,,4.36,611,True
2026-05-12,2026-05-10,14bd8267-12ff-41d0-8ac0-b4c6ecf9ab4d,7250,"Cheesy Leek, Potato & Mustard Pie With British Asparagus",484,683,20.5,36.1,19.6,69.7,11.4,9.0,2.42,141,4.2,7.5,4.0,14.4,2.4,1.9,0.5,2,45,full-prep,no spice,Modern Bistro,Vegetarian,4.42,1968,True
2026-05-12,2026-05-10,76e2670a-240e-47eb-836e-c2a9609efc10,2298,Chicken & Bacon Club Sandwich With Cheesy Truffle Chips,588,907,52.0,45.6,13.2,72.1,5.1,9.7,3.31,154,8.8,7.8,2.2,12.3,0.9,1.7,0.56,2,40,full-prep,no spice,Gastropub,,4.43,17738,True
2026-05-12,2026-05-10,1dba22b8-a025-4f9e-82b9-4f78dc175b50,6255,Chicken & Tomato Tortiglioni With Spicy Lemon Garlic Drizzle,462,634,46.6,15.0,7.5,83.7,8.2,5.5,1.53,137,10.1,3.2,1.6,18.1,1.8,1.2,0.33,2,35,full-prep,spicy,Family Kitchen,,4.14,32767,True
2026-05-12,2026-05-10,c84decb8-730c-4ab4-b03d-6aa2f8479b90,8806,Chicken Au Poivre With Buttered Spinach & Potatoes,424,365,34.5,11.3,5.2,31.7,4.4,4.4,1.63,86,8.1,2.7,1.2,7.5,1.0,1.0,0.38,2,10,full-prep,mild,10-Minute,Gluten Free,4.42,6800,True
2026-05-12,2026-05-10,4fead362-0c3e-4ec3-ac27-b00a1b270b6b,14522,Chicken Breast Tikka Masala With Cardamom Rice,,589,38.3,19.8,,61.4,,,1.42,,,,,,,,,1,30,full-prep,mild,Classic Fakeaways,Gluten Free,4.46,421,True
2026-05-12,2026-05-10,eed4b73f-ee9f-4e59-af31-3a0b35ba4c96,2332,Chicken Caesar Salad With Ciabatta Croutons,443,592,39.7,28.8,4.9,42.9,3.8,5.3,1.51,133,9.0,6.5,1.1,9.7,0.9,1.2,0.34,1,10,full-prep,no spice,10-Minute,,4.41,27498,True
2026-05-12,2026-05-10,202057ed-d6d1-4914-9018-e5dea4cd6f8c,4179,Chicken Katsu Burger With Curried Mayo,533,682,39.1,16.5,2.4,94.4,18.1,9.0,1.94,127,7.3,3.1,0.4,17.7,3.4,1.7,0.36,2,45,full-prep,mild,Takeaway Night,Dairy Free,4.34,7577,True
2026-05-12,2026-05-10,276c0d72-db36-4336-b029-5044f5976579,3603,Chicken Kyiv Traybake,526,420,37.1,11.2,5.2,44.5,7.7,6.1,0.96,79,7.0,2.1,1.0,8.5,1.5,1.2,0.18,2,50,full-prep,no spice,Calorie Controlled,,4.08,9435,True
2026-05-12,2026-05-10,8c0dccd9-57df-4f1c-881d-1c445334f1be,385,Chicken Satay Skewers With Pickled Cucumber,347,672,39.4,29.5,18.1,57.7,5.1,8.1,2.08,193,11.3,8.5,5.2,16.6,1.5,2.3,0.6,1,45,full-prep,spicy,Global Kitchen,Dairy Free,4.36,37920,True
2026-05-12,2026-05-10,e27e570f-c3e4-49ca-9673-0cddffdaed53,3204,Chicken Shashlik Burritos With Mango Yoghurt,503,887,46.5,15.9,6.1,138.1,27.9,7.0,2.07,176,9.2,3.2,1.2,27.5,5.5,1.4,0.41,2,35,full-prep,mild,Global Kitchen,,4.11,39313,True
2026-05-12,2026-05-10,e38d98ce-c81e-4ae0-91bb-c77c280d1c3b,14249,Chicken Thigh Yakitori With Furikake Rice & Spicy Smacked Cucumber,376,624,36.4,17.5,4.4,77.3,13.7,1.4,1.98,166,9.7,4.7,1.2,20.6,3.6,0.4,0.53,1,35,full-prep,spicy,Global Kitchen,Dairy Free; Gluten Free,0,0,True
2026-05-12,2026-05-10,50cf2571-e852-4079-a845-f0017586f964,7937,Chicken Tikka Loaded Masala Fries,532,427,35.3,6.8,2.0,58.8,18.3,6.6,0.93,80,6.6,1.3,0.4,11.1,3.4,1.2,0.17,2,35,full-prep,mild,Moments,Gluten Free,4.35,6769,True
2026-05-12,2026-05-10,3dc0da90-5e0c-43ed-a27b-b4b5b6917ef6,14288,Chimichurri Rump Steak With Charred Vegetables & Herby Garlic Wedges,530,531,36.9,25.9,7.4,40.1,9.3,6.6,0.17,100,7.0,4.9,1.4,7.6,1.8,1.2,0.03,2,40,full-prep,spicy,Gastropub,Dairy Free; Gluten Free,0,0,True
2026-05-12,2026-05-10,af330a4d-6bfb-42da-924b-1ac9d214d79c,7298,Chinese Takeaway-Style Chicken Balls With Vegetable Fried Rice,342,528,35.4,5.3,1.3,81.9,5.7,1.1,1.93,154,10.4,1.6,0.4,23.9,1.7,0.3,0.56,1,40,full-prep,no spice,Takeaway Night,Dairy Free,3.91,8169,True
2026-05-12,2026-05-10,c441cfb4-75f0-4ad7-900c-e00462362215,14144,Chinese-Style Ginger & Garlic Basa With Rice And Broccoli,369,446,30.2,9.0,1.9,60.1,12.6,7.9,1.3,120,8.2,2.4,0.5,16.3,3.4,2.1,0.35,2,35,full-prep,spicy,Nutrient Rich,Dairy Free,4.1,988,True
2026-05-12,2026-05-10,b8e6a99e-fd38-4a36-a770-b6c7f0859cac,5610,Chinese-Style Hoisin Tofu Noodles,370,631,33.8,17.2,2.8,82.3,13.6,6.3,3.32,170,9.1,4.7,0.7,22.2,3.7,1.7,0.9,1,10,full-prep,spicy,10-Minute,Vegetarian; Dairy Free,3.79,2558,True
2026-05-12,2026-05-10,1a23960f-6567-4941-a5b7-c37cb179a313,11054,Chorizo & Lemon Wholewheat Spaghetti With Zingy Salad,325,734,28.5,37.4,17.2,68.4,7.6,8.5,1.94,225,8.8,11.5,5.3,21.0,2.3,2.6,0.6,1,25,full-prep,spicy,Modern Bistro,,4.17,66,True
2026-05-12,2026-05-10,ebf48b1b-31ab-4266-aa8b-14d7d825910c,14860,Classic Beef Cottage Pie With Cheesy Mash,,606,39.9,24.4,,60.0,,,1.96,,,,,,,,,3,45,full-prep,no spice,Everyday Favourites,,4.46,657,True
2026-05-12,2026-05-10,bd117094-aff9-4775-b2c4-75f8e1986060,13309,Classic Creamy Chicken Thigh Pie With Mash & Roast Carrots,656,783,35.5,37.2,15.8,79.3,20.3,13.2,1.85,119,5.4,5.7,2.4,12.1,3.1,2.0,0.28,3,50,full-prep,no spice,Everyday Favourites,,4.42,1458,True
2026-05-12,2026-05-10,8c3d25de-4a8d-4eaa-83a8-c1dcb69f6e2f,15048,Classic Sweet 'N' Sour Chicken Thigh With Pepper & Pineapple,,616,31.6,12.8,,92.0,,,3.33,,,,,,,,,2,30,full-prep,no spice,Classic Fakeaways,Dairy Free,4.34,491,True
2026-05-12,2026-05-10,c14dcabc-48a2-4ce9-8765-ecd8c1553ea4,6037,Creamy Bacon Alfredo Sauce With Fresh Tagliatelle,264,602,27.7,20.6,10.5,76.0,2.7,3.4,2.3,228,10.5,7.8,4.0,28.8,1.0,1.3,0.87,1,10,full-prep,no spice,Pasta Pronto,,4.26,41157,True
2026-05-12,2026-05-10,35f22ff0-1f7d-4102-92cf-1bafc5aa2b57,7692,Creamy Basa & Leek Pie With Garlic & Parsley Butter,494,415,31.7,9.4,5.5,51.6,7.8,6.7,1.78,83,6.4,1.9,1.1,10.4,1.6,1.4,0.36,2,50,full-prep,no spice,Family Kitchen,Gluten Free,4.27,1243,True
2026-05-12,2026-05-10,c4bcfffb-cbc2-4e03-8f43-dca13b9714c2,11125,Creamy Cajun-Style King Prawn & Pepper Wholewheat Spaghetti,314,489,25.9,9.5,4.7,71.9,9.4,10.2,2.22,155,8.2,3.0,1.5,22.9,3.0,3.2,0.71,1,20,full-prep,mild,Global Kitchen,,3.93,219,True
2026-05-12,2026-05-10,5459f33e-a5a3-4695-969b-23a0dadc8ed4,5750,Creamy Chicken Breast & Spinach Farfalle Bake,364,694,48.2,19.1,10.1,87.7,6.0,5.4,1.87,190,13.3,5.2,2.8,24.1,1.6,1.5,0.51,1,45,full-prep,no spice,Modern Bistro,,4.25,1093,True
2026-05-12,2026-05-10,4ae7301f-2c82-4414-bdfb-37d24ebdca25,6355,Creamy Chicken Thigh & Mushroom Stew With Crushed Potatoes,531,543,36.4,27.1,11.6,40.6,9.2,7.2,1.58,102,6.9,5.1,2.2,7.7,1.7,1.3,0.3,2,55,full-prep,no spice,Prepped in 5,,4.42,6295,True
2026-05-12,2026-05-10,8f7f736a-03ed-42ed-964e-52fd37e5260b,8268,"Creamy Chicken, ‘Nduja & Basil Stew With Waxy Potatoes",501,544,38.1,28.1,13.0,35.1,7.1,7.4,2.49,108,7.6,5.6,2.6,7.0,1.4,1.5,0.5,1,10,full-prep,spicy,Gastropub,Gluten Free,4.48,304,True
2026-05-12,2026-05-10,f3addc2e-81d6-4820-8ba1-bca595056a51,5597,Creamy Chorizo & Bean Stew With Ciabatta,418,643,27.4,26.0,9.9,71.4,10.1,13.9,3.75,153,6.5,6.2,2.4,17.1,2.4,3.3,0.9,2,35,full-prep,no spice,One Pan Wonders,,4.46,4060,True
2026-05-12,2026-05-10,6eb686fc-1a36-497d-888b-992ec50704fc,5508,Creamy Chorizo & Butternut Squash Farfalle,296,715,25.3,31.7,13.7,87.6,8.8,5.0,2.56,241,8.6,10.7,4.6,29.6,3.0,1.7,0.87,1,25,full-prep,mild,20 minute meals,,4.37,12076,True
2026-05-12,2026-05-10,3e64ee93-b62f-4bf0-a71f-251543e9eed7,7852,Creamy Mustard Salmon With Crushed Potatoes And Greens,,537,31.4,31.2,,34.7,,,1.36,,,,,,,,,2,10,full-prep,no spice,Gastropub,Gluten Free,4.57,2570,True
2026-05-12,2026-05-10,5174ec8d-ff4d-4c0b-a484-93048472a79b,15871,Creamy Pesto British Asparagus & Pea Mafaldine & A Chicken Breast,481,764,53.3,22.1,9.1,87.2,11.7,9.5,1.84,158,11.1,4.6,1.9,18.1,2.4,2.0,0.38,1,10,full-prep,no spice,20 minute meals,,0,0,True
2026-05-12,2026-05-10,4f7e2629-27a7-4a80-acd2-a92c227fdf87,1427,Creamy Pork & Mushroom Tortiglioni With Basil,329,716,43.4,27.4,13.6,79.2,4.3,4.7,1.82,217,13.2,8.3,4.1,24.1,1.3,1.4,0.55,1,25,full-prep,no spice,20 minute meals,,4.3,12852,True
2026-05-12,2026-05-10,cdee0b6a-abcf-4ed1-be34-32f212bb4b85,2777,Creamy Sausage & Pea Farfalle,418,844,39.2,37.6,16.2,93.0,10.6,9.3,2.21,202,9.4,9.0,3.9,22.3,2.5,2.2,0.53,1,25,full-prep,no spice,20 minute meals,,4.27,19969,True
2026-05-12,2026-05-10,ca7687a6-c708-40da-8909-5befc813d901,4697,Creamy Sun-Dried Tomato Stuffed Chicken With Basil Roasties,462,434,35.9,10.8,5.2,49.2,6.6,6.3,0.62,94,7.8,2.3,1.1,10.7,1.4,1.4,0.13,2,40,full-prep,no spice,Modern Bistro,,4.2,2241,True
2026-05-12,2026-05-10,f1e04085-cb0c-4e50-8352-8fb4ab0d1205,8240,Creamy Tuscan-Style Pork Meatball & Cannellini Bean Stew,502,622,42.1,20.8,9.0,62.8,11.4,15.3,2.23,123,8.4,4.1,1.8,12.5,2.3,3.0,0.44,3,40,full-prep,no spice,Veg Boost,,4.37,3639,True
2026-05-12,2026-05-10,f426155a-44c0-4e5f-ae89-399bcdace411,5751,Crispy Basa Burrito Bowl With Tomato Salsa & Chipotle Mayo,397,528,25.8,12.8,1.5,76.6,10.3,6.4,1.7,132,6.5,3.2,0.4,19.3,2.6,1.6,0.43,2,30,full-prep,spicy,Takeaway Night,Dairy Free; Gluten Free,4.42,3857,True
2026-05-12,2026-05-10,78bccae0-c5b7-4ce0-a1e9-b366ad16c77f,439,Crispy Basa With Dill Sauce,463,362,25.2,15.0,8.6,32.5,5.7,6.4,1.47,78,5.5,3.2,1.9,7.0,1.2,1.4,0.32,1,45,full-prep,no spice,Modern Bistro,Gluten Free,4.22,1397,True
2026-05-12,2026-05-10,331b3668-982a-4205-bd7d-50b5008ac82e,7679,Crispy Prawn Cocktail Bao Buns With Marie Rose Sauce,498,737,23.1,25.1,2.0,107.0,10.9,9.1,1.43,148,4.6,5.0,0.4,21.5,2.2,1.8,0.29,1,35,full-prep,no spice,Gastropub,Dairy Free,4.11,172,True
2026-05-12,2026-05-10,179c1eaf-ae32-4e68-adcf-040f72c1b609,4345,Curried Chicken & Bombay-Style Potato Tray Bake,465,392,38.0,7.5,2.1,45.9,11.1,9.9,1.82,84,8.2,1.6,0.5,9.9,2.4,2.1,0.39,1,40,full-prep,spicy,Global Kitchen,Gluten Free,4.27,16657,True
2026-05-12,2026-05-10,676c9e79-6d6c-46d2-bb34-41a29bcafd0a,12261,Double Basa Karaage With Brown Rice And Japanese-Style Mayo,437,694,46.1,25.1,2.9,70.1,2.5,2.6,1.75,158,10.6,5.7,0.7,16.0,0.6,0.6,0.4,1,30,full-prep,mild,Global Kitchen,Dairy Free,4.43,23,True
2026-05-12,2026-05-10,b06780c9-bbb4-475d-a798-7e491c32e489,286,Easy Lamb Biryani,340,605,35.2,19.5,8.7,68.5,18.8,4.9,1.86,177,10.4,5.7,2.5,20.2,5.5,1.4,0.55,2,25,full-prep,mild,20 minute meals,Gluten Free,4.37,31609,True
2026-05-12,2026-05-10,c0af9677-548f-493f-9884-b5ef362f7210,14250,"Fiery Cheese, Egg & Avo Breakfast Bagel",278,593,22.7,34.4,12.2,49.8,7.1,5.8,1.52,213,8.2,12.4,4.4,17.9,2.5,2.1,0.55,1,15,full-prep,spicy,Breakfast Time,Vegetarian,0,0,True
2026-05-12,2026-05-10,b77afdb8-dd6d-4a03-bcff-bcc73b3c1320,1132,Fiery Chicken Thigh & Cheesy Pineapple Ciabatta,586,840,46.0,34.0,9.9,88.8,19.9,7.1,1.89,143,7.8,5.8,1.7,15.2,3.4,1.2,0.32,2,45,full-prep,spicy,Takeaway Night,,4.32,1572,True
2026-05-12,2026-05-10,f4225351-7ddc-4d90-96a0-06713032fa5b,6442,Filipino-Style Sticky Chicken Breast With Egg Fried Rice,383,537,39.2,7.5,1.9,75.9,9.2,2.0,2.3,140,10.2,2.0,0.5,19.8,2.4,0.5,0.6,1,45,full-prep,no spice,Global Kitchen,Dairy Free,4.03,759,True
2026-05-12,2026-05-10,ba868c6a-3d0d-460e-b917-c6358b917fd9,8793,Fragrant Bengali-Style Lamb & Aubergine Curry With Rice,414,711,34.8,33.2,13.9,64.9,10.2,7.0,2.08,171,8.4,8.0,3.3,15.7,2.5,1.7,0.5,2,65,full-prep,spicy,Ultimate Fakeaway,,4.28,114,True
2026-05-12,2026-05-10,af8e70d4-d164-45fd-991a-24aea2d2de04,980,Fragrant Chicken Saag Masala With Pilau Rice,323,451,36.2,5.5,1.3,65.0,5.2,4.8,1.34,139,11.2,1.7,0.4,20.1,1.6,1.5,0.41,3,45,full-prep,spicy,Global Kitchen,Gluten Free; Dairy Free,4.25,32973,True
2026-05-12,2026-05-10,5f1a2f41-d88f-4296-b04f-461fa852470e,14685,Fragrant Red Thai Vegetable Curry,,590,12.1,23.0,,82.5,,,2.73,,,,,,,,,3,35,full-prep,mild,Classic Fakeaways,Vegan; Vegetarian; Dairy Free,4.38,181,True
2026-05-12,2026-05-10,9ff53398-6cbf-4963-aaa9-ef18af90b3ec,5664,French Onion-Style Mac 'N' Cheese,296,641,23.5,29.1,17.8,75.2,8.9,6.1,2.77,216,7.9,9.8,6.0,25.5,3.0,2.1,0.94,2,45,full-prep,no spice,Modern Bistro,Vegetarian,4.39,17156,True
2026-05-12,2026-05-10,87155305-6d55-4eab-9437-11828a9cc4ec,4255,Garlic Bread Chicken Burger With Roasted Garlic Aioli ,462,722,42.8,30.1,6.0,71.8,3.6,6.4,1.15,156,9.3,6.5,1.3,15.5,0.8,1.4,0.25,1,40,full-prep,no spice,Takeaway Night,,4.54,11529,True
2026-05-12,2026-05-10,cccfb235-1d3f-42b5-b936-f2383f52dfe2,3256,Goats' Cheese & Roasted Mushroom Ciabatta Sandwich,525,481,18.3,10.5,6.4,79.1,11.2,8.7,1.04,91,3.5,2.0,1.2,15.1,2.1,1.7,0.2,3,40,full-prep,no spice,Modern Bistro,Vegetarian,0,0,True
2026-05-12,2026-05-10,27696003-3975-460f-8c3b-03377ac378f8,6012,Gochujang Fried Rice With King Prawn & Sweet Pea Pods Stir-Fry,366,441,20.8,6.4,0.7,74.6,15.0,6.3,2.9,120,5.7,1.7,0.2,20.4,4.1,1.7,0.79,2,10,full-prep,spicy,10-Minute,Dairy Free; Gluten Free,4.06,9845,True
