menu_week_start,scraped_at,id,core_recipe_id,name,portion_weight_g,kcal_per_portion,protein_g_per_portion,fat_g_per_portion,fat_saturates_g_per_portion,carbs_g_per_portion,sugars_g_per_portion,fibre_g_per_portion,salt_g_per_portion,kcal_per_100g,protein_g_per_100g,fat_g_per_100g,fat_saturates_g_per_100g,carbs_g_per_100g,sugars_g_per_100g,fibre_g_per_100g,salt_g_per_100g,five_a_day,prep_time_min,preparation_type,spice_level,food_brand,dietary_claims,rating_avg,rating_count,is_available
2026-05-19,2026-05-20,e8aad9b8-1e27-4d54-a46f-41afca239177,2425,Chickpea & Aubergine Curry With Tomato Rice,609,493,17.6,9.3,4.1,80.0,15.3,14.5,1.95,80,2.9,1.5,0.7,13.1,2.5,2.4,0.32,5,35,full-prep,spicy,Global Kitchen,Vegan; Vegetarian; Dairy Free; Gluten Free,4.02,1171,True
2026-05-19,2026-05-20,614b0613-a788-4183-952c-4f3d129f9472,4430,"Chickpea, Butternut Squash & Apricot Tagine With Yoghurt",450,514,21.9,11.0,1.9,79.0,23.4,14.5,1.78,114,4.9,2.5,0.4,17.5,5.2,3.2,0.39,4,40,full-prep,mild,Veg Boost,Vegetarian,4.14,712,True
2026-05-19,2026-05-20,dd6c993f-d6f8-45c3-84ef-fe012824f26f,14071,"Chickpea, Roast Veg & Greek Cheese Pitta Pockets",354,441,17.5,22.4,8.2,40.9,7.4,8.1,1.46,124,4.9,6.3,2.3,11.5,2.1,2.3,0.41,2,30,full-prep,no spice,Nutrient Rich,Vegetarian,4.12,217,True
2026-05-19,2026-05-20,355e3e92-01f4-4744-b42e-3af1fb0984f2,2418,"Chickpea, Spinach & Coconut Curry With Brown Rice",426,531,15.2,18.2,9.8,69.7,12.3,16.5,1.68,124,3.6,4.3,2.3,16.4,2.9,3.9,0.39,3,10,full-prep,spicy,10-Minute,Vegan; Vegetarian; Dairy Free; Gluten Free,4.41,23280,True
2026-05-19,2026-05-20,e8933e1d-3f74-455c-96d0-fa9217fee77e,7948,Chilli Cheese Naan Toastie With Curried Mayo,436,677,22.8,28.4,11.0,82.6,11.3,7.1,2.12,155,5.2,6.5,2.5,19.0,2.6,1.6,0.49,1,40,full-prep,spicy,Moments,Vegetarian,4.52,1970,True
2026-05-19,2026-05-20,33d56b6b-1290-4d14-8951-02edad79e5bf,13345,"Chilli, Garlic & King Prawn Spaghetti",300,449,24.5,3.1,0.6,76.0,7.7,5.6,0.95,149,8.2,1.0,0.2,25.4,2.6,1.9,0.32,1,10,full-prep,spicy,10-Minute,Dairy Free,4.19,1158,True
2026-05-19,2026-05-20,7fce25b4-9b37-43e1-98d7-a18cf8e5e8c3,3057,Chinese-Style Meat-Free Mince & Pepper Stir-Fry With Rice,354,652,34.0,16.7,1.8,86.2,19.4,8.8,3.63,184,9.6,4.7,0.5,24.3,5.5,2.5,1.03,1,30,full-prep,mild,Takeaway Night,Vegan; Vegetarian; Dairy Free,4.47,5879,True
2026-05-19,2026-05-20,b5496a80-0573-4741-b179-01acfed39a2d,10414,Classic Lentil Cottage Pie With Cheesy Sweet Potato Mash,620,469,24.2,9.6,5.5,72.6,23.1,21.2,2.44,75,3.9,1.6,0.9,11.7,3.7,3.4,0.39,5,45,full-prep,no spice,Everyday Favourites,Vegetarian,4.48,122,True
2026-05-19,2026-05-20,b3ac4c7a-fb75-4af0-8e61-52b10229591e,13315,Classic Sweet 'N' Sour Chicken Thigh With Pepper & Pineapple,483,616,31.6,12.8,3.4,92.0,27.9,3.8,3.33,127,6.5,2.6,0.7,19.0,5.8,0.8,0.69,1,30,full-prep,no spice,Classic Fakeaways,Dairy Free,4.36,1456,True
2026-05-19,2026-05-20,65393aec-ad0f-497e-8c37-bd851564321a,13336,Classic Sweet 'N' Sour Tofu With Pepper & Pineapple,510,659,37.1,12.8,2.1,96.0,28.1,8.1,3.31,129,7.3,2.5,0.4,18.8,5.5,1.6,0.65,2,30,full-prep,no spice,Classic Fakeaways,Vegan; Vegetarian; Dairy Free,4.33,703,True
2026-05-19,2026-05-20,e75d1a66-3435-42c2-8728-06eabf7cfaca,15937,Coconut Peanut Curry With Crispy Fried Tofu & Basmati Rice,446,768,41.6,31.5,11.3,70.2,7.7,15.5,1.98,172,9.3,7.1,2.5,15.7,1.7,3.5,0.44,2,15,full-prep,mild,20 minute meals,Vegan; Vegetarian; Dairy Free; Gluten Free,0,0,True
2026-05-19,2026-05-20,c4ce3593-35e5-4bdd-980d-f31400b1fe0a,5798,Coconutty Curried Noodles With Crispy Tofu,361,620,32.0,20.8,10.0,74.3,5.2,9.1,2.78,171,8.8,5.8,2.8,20.6,1.4,2.5,0.77,2,20,full-prep,spicy,Protein Hit,Vegan; Vegetarian; Dairy Free; Gluten Free,4,8565,True
2026-05-19,2026-05-20,2cf95bf2-9b82-4514-9a9a-6c8f17c90966,6038,Creamy Bacon & Pea Sauce With Fresh Orecchiette,278,581,29.5,14.6,6.6,82.8,6.5,7.4,1.6,208,10.6,5.2,2.4,29.7,2.3,2.7,0.57,1,10,full-prep,no spice,Pasta Pronto,,4.09,11165,True
2026-05-19,2026-05-20,c0f1ca33-cf4e-4be4-9824-6d35a69b8f4f,11029,"Creamy Bacon, Sweet Pea Pods & Mint Wholewheat Tortiglioni",275,579,29.3,21.6,10.6,71.6,7.8,8.9,2.26,210,10.6,7.8,3.9,26.0,2.8,3.2,0.82,1,25,full-prep,no spice,20 minute meals,,4.3,493,True
2026-05-19,2026-05-20,ffd08cd4-0933-4a79-97c1-dc928937d947,1904,Creamy Chicken Makhani With Cucumber Salad,401,556,40.0,12.8,3.2,71.0,9.9,5.0,1.38,138,10.0,3.2,0.8,17.7,2.5,1.2,0.34,2,35,full-prep,mild,Global Kitchen,Gluten Free,4.22,29357,True
2026-05-19,2026-05-20,bf5bd057-cd2c-4564-a4ed-4900e8c2df1a,9264,Creamy Chorizo & Butternut Squash Farfalle,,715,25.3,31.7,,87.6,,,2.56,,,,,,,,,1,25,full-prep,mild,20 minute meals,,4.46,634,True
2026-05-19,2026-05-20,7b233f6f-3be9-425c-97fd-40424aa1cd87,5789,Creamy Crab & Corn Chowder With Chilli Croutons,394,424,19.3,14.2,8.0,56.8,11.7,8.4,2.21,107,4.9,3.6,2.0,14.4,3.0,2.1,0.56,1,25,full-prep,mild,20 minute meals,,4.22,6260,True
2026-05-19,2026-05-20,96405625-190c-49f9-93d3-6b09d4bc30a3,4151,Creamy Lemon & Asparagus Sauce With Spinach & Ricotta Ravioli,309,545,19.6,29.1,14.8,50.8,8.9,4.6,2.81,176,6.4,9.4,4.8,16.4,2.9,1.5,0.91,1,10,full-prep,no spice,Pasta Pronto,Vegetarian,4.34,23517,True
2026-05-19,2026-05-20,d2a46029-f48e-4675-8f8d-0b6930861bd0,9082,Creamy Lemon & Pepper Turkey Breast Steak With Mash & Broccoli,534,486,40.3,15.7,8.7,46.7,5.7,8.9,1.39,91,7.6,2.9,1.6,8.7,1.1,1.7,0.26,2,25,full-prep,no spice,Protein Hit,Gluten Free,4.32,3641,True
2026-05-19,2026-05-20,bfae72a5-482c-4e24-948c-7bc7f7123cda,7853,Creamy Mustard Salmon With Crushed Potatoes And Greens,,537,31.3,31.4,,34.7,,,1.35,,,,,,,,,2,10,full-prep,no spice,Gastropub,Gluten Free,4.57,1875,True
2026-05-19,2026-05-20,d7c6815d-03f9-42a1-95af-e62f78438110,7829,Creamy Tarragon Chicken Breast With Crushed Potatoes,449,505,38.2,21.3,6.6,42.6,7.3,8.4,1.08,112,8.5,4.8,1.5,9.5,1.6,1.9,0.24,2,10,full-prep,no spice,10-Minute,Gluten Free,4.32,7097,True
2026-05-19,2026-05-20,9f92dc24-ea7b-4737-9d3f-6c90f0a60e32,6321,Crispy Chilli Steak With Egg Fried Rice And ‘Seaweed’,404,698,43.3,19.3,7.4,87.4,15.3,3.1,2.9,172,10.7,4.8,1.8,21.6,3.8,0.8,0.72,1,40,full-prep,spicy,Ultimate Fakeaway,Dairy Free,4.46,2782,True
2026-05-19,2026-05-20,ed594dc0-6d55-455b-9d08-77c6d422827a,8908,Crispy Five-Spice Salmon With Black Bean Noodles,,639,35.1,25.7,,66.8,,,3.17,,,,,,,,,2,25,full-prep,no spice,Ultimate Fakeaway,Dairy Free,4.47,188,True
2026-05-19,2026-05-20,6e01a844-6c1e-4b85-b6bb-0a7d91695571,4821,Crispy Pollock With Warm Potato Salad And Curried Mayo,441,482,23.1,23.2,1.9,47.8,4.8,7.0,0.67,109,5.2,5.3,0.4,10.8,1.1,1.6,0.15,2,10,full-prep,spicy,10-Minute,Gluten Free; Dairy Free,4.23,8867,True
2026-05-19,2026-05-20,6b034171-280c-4dc8-9d57-a3886d715574,13533,Crispy Skin Chicken Breast With Mushroom Truffle Sauce & Mash,687,605,70.5,16.1,3.5,45.8,6.7,8.3,1.61,88,10.3,2.3,0.5,6.7,1.0,1.2,0.23,2,40,full-prep,no spice,Fine Dine In,Dairy Free; Gluten Free,0,0,True
2026-05-19,2026-05-20,6338fa63-ae0c-491e-a0ad-a5c26bf2700d,9086,Crispy Turkey Steaks With Warm Kimchi Potato Salad,490,478,39.9,13.1,1.5,51.3,7.3,8.0,1.04,97,8.2,2.7,0.3,10.5,1.5,1.6,0.21,2,25,full-prep,mild,Protein Hit,Dairy Free,4.31,677,True
2026-05-19,2026-05-20,63302411-c80b-444c-bdda-fb6e945de3c8,1293,"Curried Pollock, Leek & Potato Chowder",522,342,25.9,8.0,4.4,43.8,12.5,10.5,2.15,65,5.0,1.5,0.8,8.4,2.4,2.0,0.41,2,35,full-prep,mild,Modern Bistro,Gluten Free,4.43,11482,True
2026-05-19,2026-05-20,8496b102-6381-44c9-bf83-95de6f760461,1415,Curried Potato Tray Bake With Cauliflower And Cashews,529,533,15.5,26.1,17.8,59.7,21.4,14.3,2.09,100,2.9,4.9,3.4,11.3,4.0,2.7,0.4,4,50,full-prep,mild,Global Kitchen,Vegan; Vegetarian; Dairy Free; Gluten Free,4.3,6337,True
2026-05-19,2026-05-20,2158212c-24af-4981-b998-79ef36be53c9,5927,Doner Kebab Pizza With Garlic Mayo & Chilli Sauce,368,888,42.8,45.4,15.2,75.7,7.0,6.1,1.99,241,11.7,12.3,4.1,20.6,1.9,1.6,0.54,2,30,full-prep,mild,Takeaway Night,,4.25,1715,True
2026-05-19,2026-05-20,db2b70f4-b587-455c-9772-ac3d001116ed,13318,Double Cheese Pepperoni Pizza With Garlic & Herb Dip,306,800,31.1,41.0,17.0,75.1,7.1,5.6,2.73,261,10.1,13.4,5.6,24.5,2.3,1.8,0.89,2,30,full-prep,mild,Classic Fakeaways,,4.39,1910,True
2026-05-19,2026-05-20,07fdb552-9ace-48b6-ad6e-e4dd07a1e8e4,13601,Duck Breast With Honey Mustard Sauce And Crispy Potatoes,471,645,31.4,37.9,14.3,47.6,15.2,7.9,1.49,136,6.7,8.1,3.0,10.1,3.2,1.7,0.32,1,25,full-prep,no spice,Fine Dine In,,0,0,True
2026-05-19,2026-05-20,070973b3-45d5-4d1f-8274-62383d3047fc,2994,Easy Chicken Biryani,380,509,39.2,6.5,1.9,69.8,19.7,6.3,1.8,133,10.3,1.7,0.5,18.4,5.2,1.6,0.47,2,25,full-prep,mild,20 minute meals,Gluten Free,4.34,31688,True
