menu_week_start,scraped_at,id,core_recipe_id,name,is_surcharge,surcharge_per_portion_gbp,portion_weight_g,kcal_per_portion,protein_g_per_portion,fat_g_per_portion,fat_saturates_g_per_portion,carbs_g_per_portion,sugars_g_per_portion,fibre_g_per_portion,salt_g_per_portion,kcal_per_100g,protein_g_per_100g,fat_g_per_100g,fat_saturates_g_per_100g,carbs_g_per_100g,sugars_g_per_100g,fibre_g_per_100g,salt_g_per_100g,five_a_day,prep_time_min,preparation_type,spice_level,food_brand,dietary_claims,rating_avg,rating_count,is_available,ingredients_json
2026-05-26,2026-06-01,899d1aa2-a8cc-40cb-8874-9bb1626446bc,15134,"'Everything Chopped' Salmon, Dill & Cream Cheese Bagel",False,0.0,292,401,21.6,14.7,5.3,47.1,8.8,3.2,1.53,137,7.4,5.0,1.8,16.1,3.0,1.1,0.52,1,10,full-prep,no spice,Breakfast Time,,4.2,5,True,"[{""name"": ""bagels"", ""label"": ""Bagels (2pcs)"", ""in_box"": 1}, {""name"": ""salmon flakes"", ""label"": ""Salmon flakes (100g)"", ""in_box"": 1}, {""name"": ""lemon"", ""label"": ""Lemon"", ""in_box"": 1}, {""name"": ""soft cheese"", ""label"": ""Soft cheese (50g)"", ""in_box"": 1}, {""name"": ""cucumber"", ""label"": ""Cucumber (0.5pcs)"", ""in_box"": 1}, {""name"": ""dill"", ""label"": ""Dill (5g)"", ""in_box"": 1}]"
2026-05-26,2026-06-01,5e787ffd-93ec-45d9-bcf4-9868641460d8,8719,2 Meals: Bolognese Jacket Potato x Bolognese Conchiglie,True,3.5,1098,1528,80.2,66.4,28.6,153.8,31.0,19.4,4.53,139,7.3,6.0,2.6,14.0,2.8,1.8,0.41,3,65,full-prep,no spice,Batch Cooking,,4.48,113,True,"[{""name"": ""pork & beef mince"", ""label"": ""Pork & beef mince (250g) x2"", ""in_box"": 2}, {""name"": ""finely chopped tomatoes"", ""label"": ""Finely chopped tomatoes (390g)"", ""in_box"": 1}, {""name"": ""tomato paste"", ""label"": ""Tomato paste (32g) x2"", ""in_box"": 2}, {""name"": ""dried oregano"", ""label"": ""Dried oregano (1tsp)"", ""in_box"": 1}, {""name"": ""intense beef stock mix"", ""label"": ""Intense beef stock mix (5.5g) x2"", ""in_box"": 2}, {""name"": ""cheddar cheese"", ""label"": ""Cheddar cheese (40g)"", ""in_box"": 1}, {""name"": ""garlic clove"", ""label"": ""Garlic clove x4"", ""in_box"": 4}, {""name"": ""baby leaf salad"", ""label"": ""Baby leaf salad (50g)"", ""in_box"": 1}, {""name"": ""red potato"", ""label"": ""Red potato x2"", ""in_box"": 2}, {""name"": ""brown onion"", ""label"": ""Brown onion x2"", ""in_box"": 2}, {""name"": ""grated Italian hard cheese"", ""label"": ""Grated Italian hard cheese (30g)"", ""in_box"": 1}, {""name"": ""conchiglie"", ""label"": ""Conchiglie (200g)"", ""in_box"": 1}, {""name"": ""carrot"", ""label"": ""Carrot x2"", ""in_box"": 2}, {""name"": ""soy sauce"", ""label"": ""Soy sauce (15ml)"", ""in_box"": 1}, {""name"": ""balsamic vinegar"", ""label"": ""Balsamic vinegar (15ml)"", ""in_box"": 1}]"
2026-05-26,2026-06-01,4188c0aa-e248-4011-a9e8-51c8123e9bec,8701,2 Meals: Pulled Shiitake Mushrooms Bourguignon x Ragú Tortiglioni,True,3.25,784,1217,42.8,34.8,18.0,147.2,24.6,41.4,7.66,155,5.5,4.4,2.3,18.8,3.1,5.3,0.98,2,45,full-prep,no spice,Batch Cooking,Vegan; Vegetarian; Dairy Free,4.52,158,True,"[{""name"": ""red wine paste"", ""label"": ""Red wine paste (10g)"", ""in_box"": 1}, {""name"": ""panko breadcrumbs"", ""label"": ""Panko breadcrumbs (20g)"", ""in_box"": 1}, {""name"": ""finely chopped tomatoes"", ""label"": ""Finely chopped tomatoes (200g)"", ""in_box"": 1}, {""name"": ""tomato paste"", ""label"": ""Tomato paste (32g) x2"", ""in_box"": 2}, {""name"": ""intense vegetable stock mix"", ""label"": ""Intense vegetable stock mix (5.5g) x2"", ""in_box"": 2}, {""name"": ""garlic clove"", ""label"": ""Garlic clove x4"", ""in_box"": 4}, {""name"": ""Dried bay leaf"", ""label"": ""Dried bay leaf x2"", ""in_box"": 2}, {""name"": ""Chinese rice wine"", ""label"": ""Chinese rice wine (30ml)"", ""in_box"": 1}, {""name"": ""Fable® meaty pulled mushrooms"", ""label"": ""Fable® meaty pulled mushrooms (180g) x2"", ""in_box"": 2}, {""name"": ""parsley"", ""label"": ""Parsley (5g)"", ""in_box"": 1}, {""name"": ""shallot"", ""label"": ""Shallot x4"", ""in_box"": 4}, {""name"": ""gluten free soy sauce"", ""label"": ""Gluten free soy sauce (15ml) x2"", ""in_box"": 2}, {""name"": ""Henderson's Relish"", ""label"": ""Henderson's Relish (15ml) x2"", ""in_box"": 2}, {""name"": ""rosemary"", ""label"": ""Rosemary (5g)"", ""in_box"": 1}, {""name"": ""carrot"", ""label"": ""Carrot x2"", ""in_box"": 2}, {""name"": ""tortiglioni"", ""label"": ""Tortiglioni (200g)"", ""in_box"": 1}, {""name"": ""white potato"", ""label"": ""White potato x3"", ""in_box"": 3}]"
2026-05-26,2026-06-01,b250ccf4-f1f4-40d4-b9b2-fcc89d05798c,8883,2 Meals: Thai Red Chicken Noodles x Thai Chicken & Pepper Stew,True,3.25,696,1259,65.9,49.6,24.8,134.2,18.3,11.5,5.25,180,9.5,7.1,3.6,19.3,2.6,1.7,0.76,1,45,full-prep,spicy,Batch Cooking,Dairy Free,4.3,61,True,"[{""name"": ""red pepper"", ""label"": ""Red pepper"", ""in_box"": 1}, {""name"": ""solid creamed coconut"", ""label"": ""Solid creamed coconut (50g)"", ""in_box"": 1}, {""name"": ""medium egg noodle nests"", ""label"": ""Medium egg noodle nests (2pcs)"", ""in_box"": 1}, {""name"": ""red chilli"", ""label"": ""Red chilli"", ""in_box"": 1}, {""name"": ""sriracha hot chilli sauce"", ""label"": ""Sriracha hot chilli sauce (8ml) x2"", ""in_box"": 2}, {""name"": ""diced chicken thigh"", ""label"": ""Diced chicken thigh (250g) x2"", ""in_box"": 2}, {""name"": ""fresh lemongrass stalk"", ""label"": ""Fresh lemongrass stalk"", ""in_box"": 1}, {""name"": ""white long grain rice"", ""label"": ""White long grain rice (130g)"", ""in_box"": 1}, {""name"": ""crispy onions"", ""label"": ""Crispy onions (15g)"", ""in_box"": 1}, {""name"": ""ginger & garlic paste"", ""label"": ""Ginger & garlic paste (15g) x2"", ""in_box"": 2}, {""name"": ""coriander"", ""label"": ""Coriander (5g) x2"", ""in_box"": 2}, {""name"": ""red Thai curry paste"", ""label"": ""Red Thai curry paste (40g) x2"", ""in_box"": 2}, {""name"": ""fine green beans"", ""label"": ""Fine green beans (80g)"", ""in_box"": 1}, {""name"": ""soy sauce"", ""label"": ""Soy sauce (30ml)"", ""in_box"": 1}, {""name"": ""red onion"", ""label"": ""Red onion x2"", ""in_box"": 2}]"
2026-05-26,2026-06-01,ba87a8c0-7a14-41a6-94db-414eb07582a5,5304,All In One Halloumi Souvlaki-Style Salad,False,0.0,538,517,29.0,25.4,16.7,46.7,16.9,8.3,2.41,96,5.4,4.7,3.1,8.7,3.1,1.5,0.45,3,45,full-prep,no spice,Prepped in 5,Vegetarian; Gluten Free,4.31,9299,True,"[{""name"": ""red pepper"", ""label"": ""Red pepper"", ""in_box"": 1}, {""name"": ""waxy potatoes"", ""label"": ""Waxy potatoes (350g)"", ""in_box"": 1}, {""name"": ""cumin seeds"", ""label"": ""Cumin seeds (1tsp)"", ""in_box"": 1}, {""name"": ""dried oregano"", ""label"": ""Dried oregano (1tsp)"", ""in_box"": 1}, {""name"": ""ground smoked paprika"", ""label"": ""Ground smoked paprika (2tsp)"", ""in_box"": 1}, {""name"": ""garlic clove"", ""label"": ""Garlic clove"", ""in_box"": 1}, {""name"": ""tomato"", ""label"": ""Tomato"", ""in_box"": 1}, {""name"": ""natural yoghurt"", ""label"": ""Natural yoghurt (80g)"", ""in_box"": 1}, {""name"": ""halloumi"", ""label"": ""Halloumi (200g)"", ""in_box"": 1}, {""name"": ""mint sauce"", ""label"": ""Mint sauce (20g)"", ""in_box"": 1}, {""name"": ""gem lettuce"", ""label"": ""Gem lettuce"", ""in_box"": 1}, {""name"": ""red wine vinegar"", ""label"": ""Red wine vinegar (15ml)"", ""in_box"": 1}, {""name"": ""red onion"", ""label"": ""Red onion"", ""in_box"": 1}]"
2026-05-26,2026-06-01,5b868f9a-78d0-41f0-9bcf-d057dfb0565e,13130,All In One Honey Baked Greek Cheese & Crispy Gnocchi,False,0.0,474,478,20.4,11.1,7.3,75.5,16.0,5.7,2.36,100,4.3,2.3,1.5,15.9,3.4,1.2,0.5,3,40,full-prep,mild,Prepped in 5,Vegetarian,4.23,1742,True,"[{""name"": ""Greek salad cheese"", ""label"": ""Greek salad cheese (100g)"", ""in_box"": 1}, {""name"": ""dried chilli flakes"", ""label"": ""Dried chilli flakes (0.5tsp)"", ""in_box"": 1}, {""name"": ""dried oregano"", ""label"": ""Dried oregano (1tsp)"", ""in_box"": 1}, {""name"": ""gnocchi"", ""label"": ""Gnocchi (350g)"", ""in_box"": 1}, {""name"": ""courgette"", ""label"": ""Courgette"", ""in_box"": 1}, {""name"": ""gem lettuce"", ""label"": ""Gem lettuce"", ""in_box"": 1}, {""name"": ""cherry tomatoes"", ""label"": ""Cherry tomatoes (125g)"", ""in_box"": 1}, {""name"": ""red wine vinegar"", ""label"": ""Red wine vinegar (15ml)"", ""in_box"": 1}, {""name"": ""red onion"", ""label"": ""Red onion"", ""in_box"": 1}, {""name"": ""honey"", ""label"": ""Honey (25g)"", ""in_box"": 1}]"
2026-05-26,2026-06-01,5ac0d218-0a90-4d97-b1f3-4796e931a27b,1606,Bacon & Mushroom Alfredo,False,0.0,290,605,26.1,21.4,10.6,73.0,5.6,3.5,1.9,208,9.0,7.4,3.7,25.2,1.9,1.2,0.66,1,10,full-prep,no spice,10-Minute,,4.35,24448,True,"[{""name"": ""bacon lardons"", ""label"": ""Bacon lardons (100g)"", ""in_box"": 1}, {""name"": ""Chinese rice wine"", ""label"": ""Chinese rice wine (30ml)"", ""in_box"": 1}, {""name"": ""parsley"", ""label"": ""Parsley (5g)"", ""in_box"": 1}, {""name"": ""roasted garlic paste"", ""label"": ""Roasted garlic paste (15g)"", ""in_box"": 1}, {""name"": ""grated Italian hard cheese"", ""label"": ""Grated Italian hard cheese (30g)"", ""in_box"": 1}, {""name"": ""soft cheese"", ""label"": ""Soft cheese (50g)"", ""in_box"": 1}, {""name"": ""chestnut mushrooms"", ""label"": ""Chestnut mushrooms (160g)"", ""in_box"": 1}, {""name"": ""spaghetti"", ""label"": ""Spaghetti (190g)"", ""in_box"": 1}]"
2026-05-26,2026-06-01,c7769cb7-5906-4963-b199-3d90351b9698,14066,Baked Basa Goujons With Potatoes & Lemony Greens,False,0.0,427,429,30.3,14.9,1.7,44.7,7.8,7.4,0.19,100,7.1,3.5,0.4,10.5,1.8,1.7,0.04,2,35,full-prep,no spice,Nutrient Rich,Dairy Free,4.06,154,True,"[{""name"": ""mayonnaise"", ""label"": ""Mayonnaise (32ml)"", ""in_box"": 1}, {""name"": ""basa fillets"", ""label"": ""Basa fillets (2pcs)"", ""in_box"": 1}, {""name"": ""dried oregano"", ""label"": ""Dried oregano (1tsp)"", ""in_box"": 1}, {""name"": ""panko breadcrumbs"", ""label"": ""Panko breadcrumbs (40g)"", ""in_box"": 1}, {""name"": ""blanched peas"", ""label"": ""Blanched peas (160g)"", ""in_box"": 1}, {""name"": ""lemon"", ""label"": ""Lemon"", ""in_box"": 1}, {""name"": ""spinach"", ""label"": ""Spinach (120g)"", ""in_box"": 1}, {""name"": ""white potato"", ""label"": ""White potato x2"", ""in_box"": 2}]"
2026-05-26,2026-06-01,aa1114e2-066e-4f4b-8720-b6b89261e583,6604,Baked Cantonese-Style Soy Cod With Rice,True,1.0,328,386,28.3,2.7,0.5,60.5,3.2,4.0,2.9,117,8.6,0.8,0.1,18.4,1.0,1.2,0.88,2,45,full-prep,spicy,Prepped in 5,Dairy Free,3.86,14,True,"[{""name"": ""green chilli"", ""label"": ""Green chilli"", ""in_box"": 1}, {""name"": ""cod fillets"", ""label"": ""Cod fillets (2pcs)"", ""in_box"": 1}, {""name"": ""white long grain rice"", ""label"": ""White long grain rice (130g)"", ""in_box"": 1}, {""name"": ""ginger & garlic paste"", ""label"": ""Ginger & garlic paste (15g)"", ""in_box"": 1}, {""name"": ""coriander"", ""label"": ""Coriander (5g)"", ""in_box"": 1}, {""name"": ""Chinese rice wine"", ""label"": ""Chinese rice wine (15ml)"", ""in_box"": 1}, {""name"": ""fine green beans"", ""label"": ""Fine green beans (160g)"", ""in_box"": 1}, {""name"": ""spinach"", ""label"": ""Spinach (80g)"", ""in_box"": 1}, {""name"": ""soy sauce"", ""label"": ""Soy sauce (30ml)"", ""in_box"": 1}]"
2026-05-26,2026-06-01,dc24bc3e-7cd2-4084-b6aa-1af0a63b7fff,6205,Baked Harissa & Red Wine Orzo With Honey Greek Cheese,False,0.0,339,509,20.9,12.5,7.4,77.4,21.7,6.5,1.9,150,6.2,3.7,2.2,22.8,6.4,1.9,0.56,2,35,full-prep,mild,Modern Bistro,Vegetarian,4.12,9406,True,"[{""name"": ""red pepper"", ""label"": ""Red pepper"", ""in_box"": 1}, {""name"": ""red wine paste"", ""label"": ""Red wine paste (10g)"", ""in_box"": 1}, {""name"": ""Greek salad cheese"", ""label"": ""Greek salad cheese (100g)"", ""in_box"": 1}, {""name"": ""garlic clove"", ""label"": ""Garlic clove x2"", ""in_box"": 2}, {""name"": ""parsley"", ""label"": ""Parsley (5g)"", ""in_box"": 1}, {""name"": ""harissa paste"", ""label"": ""Harissa paste (20g)"", ""in_box"": 1}, {""name"": ""tomato paste"", ""label"": ""Tomato paste (16g)"", ""in_box"": 1}, {""name"": ""cherry tomatoes"", ""label"": ""Cherry tomatoes (125g)"", ""in_box"": 1}, {""name"": ""red onion"", ""label"": ""Red onion"", ""in_box"": 1}, {""name"": ""orzo"", ""label"": ""Orzo (150g)"", ""in_box"": 1}, {""name"": ""honey"", ""label"": ""Honey (25g)"", ""in_box"": 1}]"
