week,slot_number,recipe_nk,recipe_title,total_kcal,total_grammage,kcal_net_pantry,grammage_net_pantry
2026-W24,4,0c29d234-b753-4774-a5c3-3e25b36e0c8e,Italian Inspired Chicken Milanese,1095.8413001912045,652.5,1016.4013001912044,639.67
2026-W24,5,47c00517-c60c-428f-b73e-4e0de8943474,Classic Sausage Burger,894.5984703632887,531.5,828.8484703632887,524.06
2026-W24,6,af563831-9472-4ac2-b8e2-f1a1b9c965f7,Homemade Cheesy Bean Jacky-P,803.0592734225621,815.3,795.3192734225621,813.3
2026-W24,7,a64c7d53-ed68-41bd-9737-7a4e3f85f629,Build Your Own: Sticky Chicken Fajitas and Wedges,816.4435946462714,654.7,746.8235946462714,646.26
2026-W24,8,74cf76ad-9886-419f-a328-c6246ba398fa,Garlic and Ginger Pork Meatballs,751.6730401529636,418.3,751.6730401529636,417.47
2026-W24,9,cf8f6499-3463-4da1-9333-41fbc7dc9dc8,Sicilian Style Bacon and Pistachio Pasta alla Brontese,766.0133843212237,391,766.0133843212237,391
2026-W24,10,2042ed94-16d9-4ce4-b268-c8a684139619,Butterflied Chicken and Romesco Yoghurt Sauce,549.7131931166348,578.4,468.9731931166348,566.8499999999999
2026-W24,11,44a423d4-067c-456e-a50d-8e7915d49914,Baked Sausage Gigantes Plaki,678.0592734225621,654,608.4392734225621,645.56
2026-W24,12,85fd6e18-6c9b-4e9f-9cad-7b46ff523820,Sun-Dried Tomato Spiced Beef Koftas,629.302103250478,514.9,544.892103250478,503.4148
2026-W24,13,c8c21ffd-96ae-4a36-aa66-1f80e40ce147,Santorini Style Tomatokeftedes,535.3728489483748,736.5,353.14284894837476,697.06
2026-W24,14,611622fc-96b6-4f36-a428-99bd32a64e72,Erbazzone Reggiano Inspired Spinach Cheese Pies,1120.9369024856596,780.2,1113.1969024856596,777.37
2026-W24,15,b94217b0-155a-40d1-b55b-529c29f78ab1,"Chorizo, Goat's Cheese and Kumato Tomato Tartines",829.8279158699809,542.3,767.9479158699809,535.8599999999999
2026-W24,16,ed2cefe3-db26-4ebd-b2db-34032f78c1fe,"Sausage, Caramelised Fennel and Pecorino Pasta",964.6271510516252,487.7,956.8871510516252,485.7
2026-W24,17,7fc28dcf-6148-4fc6-bcf4-4fa841d8d3f2,Pork Keftedes Inspired Loaded Flatbread,826.9598470363288,478.5,826.9598470363288,477.67
2026-W24,18,3b4af060-ee5c-4208-b9a1-7f01571bc3d5,Quick Peri Peri Chorizo and Corn Tacos,952.6768642447419,628.8,952.6768642447419,628.8
2026-W24,19,034184e0-58a4-4aa6-b18d-5a0cd412f533,Slow Roasted Kumato Tomato Herby Rice Bowl,806.4053537284894,581,734.7053537284894,571
2026-W24,20,35dac9fa-9e14-4dc8-be3c-aa121ef3caa8,Mediterranean Style Roasted Fennel & Chilli Yoghurt,619.5028680688337,790,619.5028680688337,790
2026-W24,21,4bfc58b3-e4ac-4514-9a33-fe1caf54a5a7,Warming Spiced Salmon Harvest Bowl,753.585086042065,612.5,753.585086042065,612.5
2026-W24,22,901b64a0-d18c-48a1-a9a9-5840db543d6c,Oven-Baked Haddock and Herby Relish,602.055449330784,606.4,478.295449330784,593.52
2026-W24,23,477f3b3e-a3e2-4e14-836d-3dffc91777c8,Chettinad Style King Prawn and Sweet Potato Curry,632.887189292543,674.5,625.147189292543,672.5
2026-W24,24,a0c9dda2-3454-4334-994a-30b206b9ae37,Cajun Style Prawn and Corn Chowder,435.4684512428298,635.8,385.05845124282985,626.8
2026-W24,25,9ac4c5f3-ce85-42f8-88a3-2ce2ca6e786e,"Tuna, Avocado and Edamame Bento Style Bowl",737.3326959847036,394.8,641.1926959847036,383.6
2026-W24,26,9e0a8bbe-c948-4d44-a8d0-d67ea97a07eb,Mexican Style Cheesy Pork Empanadas,1368.3078393881453,760.3,1360.5678393881453,758.3
2026-W24,27,5ab55ffd-6af0-4ee1-9d9a-d27952896468,Super Quick Smoky Chicken and Rice,674.9521988527724,441.8,603.2521988527724,431.8
2026-W24,28,ae59e58b-aa9c-41e6-934d-07b54a529f1a,Super Quick Honey-Miso Chicken,544.2160611854684,440,544.2160611854684,440
2026-W24,29,15964f83-b8fd-44c1-b8a3-9e1a681d6ba1,Easy Peasy Thai Inspired Pork Noodle Stir-Fry,702.4378585086042,366.7,698.5678585086042,365.7
2026-W24,30,87f09af7-a17f-4744-9b89-8800b8820b96,Easy Peasy Chorizo Linguine,790.8699808795411,335.8,783.1299808795411,333.8
2026-W24,31,b6c470f3-f7bb-4136-b77d-1e50b784aac3,Herby Sausage Spaghetti Bolognese,909.8948374760994,573.5,902.1548374760994,571.5
2026-W24,32,ece1cad2-d8f1-4a70-a3ba-bd19a20c5bfc,Fuss-Free Hoisin Chicken Thigh Traybake,781.0707456978968,571,781.0707456978968,563.5
2026-W24,33,2068026e-5bae-461c-8b40-0ca33c11d2d2,Indonesian Style Chicken Satay Traybake,607.0745697896749,562.5,599.3345697896749,560.5
2026-W24,34,e65ae281-422d-4769-be7c-b5f8f4bf083b,Chilli-Garlic Butter Rump Steak and Chips,602.5334608030593,580.3,494.98346080305924,565.3
2026-W24,35,0c32b2bd-adcb-4efd-a96e-243796ddfffa,Brilliant Bacon Linguine Alfredo,820.9847036328872,353.9,820.9847036328872,353.9
2026-W24,36,648810b6-e551-4646-8637-ad9b21e3153c,Spiced Chicken and Smoky Bravas Bean Bowl,908.9388145315487,666.7,905.0688145315487,665.7
2026-W24,37,a61dea55-0976-4432-84bb-c17caa4e65ec,Quick BBQ Chicken Thighs and Aioli Potato Salad,819.5506692160611,565,749.9306692160611,556.56
2026-W24,38,2bd7a54f-5083-413a-9773-13fd2d1bf57c,Weeknight Chicken Fried Rice,589.6271510516252,400.3,589.6271510516252,400.3
2026-W24,39,aaf7d1e0-e3fd-4364-b431-dfd629334182,Super Quick Beef Cheeseburger Inspired Rice Bowl,763.623326959847,400.8,755.883326959847,398.8
2026-W24,40,da5740ea-a803-4bdd-bd29-16786c2f424b,Pork Steaks and Caramelised Onion Guinness® Gravy,439.2925430210325,621.9,424.2725430210325,617.9
2026-W24,41,29531b40-96e0-401f-930a-dd335ac994d3,Speedy Bloody Mary Inspired Chicken Rigatoni,739.9617590822179,507.9,660.5217590822178,495.9
2026-W24,42,d62053e8-1939-436a-a6d9-ab42e387a768,Super Cheesy Oven-Baked Tomato Risotto,646.0325047801147,622.9,576.4125047801147,614.4599999999999
2026-W24,43,7cd40ad7-9348-439d-a77f-0a22ad2e577e,Malaysian Style Veggie Laksa,721.7973231357553,583.2,714.0573231357553,581.2
2026-W24,44,2b032341-4891-4776-8db4-af949ae702f2,Chipotle Corn and Black Bean Soup,917.0650095602294,774.4,845.3650095602294,764.4
2026-W24,45,dfa557d3-b847-4051-aea2-9c54088129f4,Creamy Chickpea and Pepper Rice Bowl,827.1988527724665,561.4,823.3288527724665,560.4
2026-W24,46,014fde9c-a39d-40b6-aa62-c5acbe3d7bfd,Simple Stovetop Veggie 'Nduja Mac & Cheese,890.774378585086,360.9,828.894378585086,354.46
2026-W24,47,65977776-cc65-4320-93c7-64d8bbdf51d7,"Warming Ginger, Peanut and Coconut Curry",899.6175908221797,792.5,899.6175908221797,792.5
2026-W24,48,4e28de5c-8cf5-4371-aac9-73b8702281b4,Golden Halloumi and Pitta Chips Salad,726.8164435946462,405.8,657.1964435946462,397.36
2026-W24,49,ada620b1-f219-4e26-9f49-79cdbf3c0dc1,Cheesy Sweet Chilli Veggie Burger,888.623326959847,532.5,822.873326959847,525.06
2026-W24,50,f6ab72e6-98e3-471a-8370-86ca2d0b7b6b,Malaysian Style Coconut Tofu Curry,832.4569789674952,650.5,802.3669789674951,646.1724
2026-W24,51,a98402f0-a509-4176-b337-7102a6ee7126,North Indian Style Saag Paneer,798.2791586998088,588.8,736.3991586998088,582.3599999999999
2026-W24,52,7c3c23e0-45c8-47df-9634-87985facc7d9,Mozzarella and Roasted Butternut Squash Salad,621.6539196940727,529.9,494.0239196940727,516.02
2026-W24,53,d4d25a8f-f3a0-46ea-8813-e5a6013d5a61,Cheesy Veggie Lentil Ragu Stuffed Pepper,571.7017208413001,680.3,502.0817208413001,671.8599999999999
2026-W24,54,37cd00ee-b130-4d03-ac12-1eee1947fa51,Spicy Pasanda Chicken Curry,623.5659655831739,442,615.8259655831739,440
2026-W24,55,a6916dd0-1396-41b8-8f29-9f6aa4e47d42,Easy Peasy Bulgogi Chicken Noodles,570.9847036328872,423,570.9847036328872,423
2026-W24,56,2bdf824f-1658-453f-98f0-64f58a0a9527,Sour Cherry Chicken on Jewelled Pearl Couscous,637.906309751434,590.2,637.906309751434,590.2
2026-W24,57,92eb3168-ee18-42fe-8fdb-cceb9bbe22bc,Rosemary Chicken Breast and Cacio e Pepe Chickpeas,725.3824091778203,692.9,628.9424091778203,675.01
2026-W24,58,4cb49131-d06a-4b35-9eaf-84407faf8a6d,Korma Spiced Chicken and Pepper Skewers,617.8298279158699,551.5,549.06982791587,544.3424
2026-W24,59,2ea36e13-bf1b-4ab5-9f1b-8a6165f77836,Cured Ham Tortelloni in Veggie 'Nduja Sauce,532.2657743785851,427,524.5257743785851,425
2026-W24,60,79c0c679-e748-4d71-a211-db69c75c02a8,Speedy Brazilian Style Beef and Black Bean Soup,609.2256214149139,612.8,573.3756214149139,607.8
2026-W24,61,bcf4ac98-1a6b-4806-8464-ae8aff0d3f36,Teriyaki Chicken Udon Traybake,444.7896749521988,505.7,444.7896749521988,505.7
2026-W24,62,dcc3405f-19fa-4dc8-ad05-08cf3d0ca7f1,Malaysian Style Gulai Tumis Fish Curry,603.2504780114723,682.8,603.2504780114723,682.8
2026-W24,63,b295501e-a7fb-4fa1-b30f-b3bb0f0cb7f3,Harissa Lamb Steaks and Pearl Couscous Salad,813.5755258126195,502.5,705.2755258126195,488.84
2026-W24,64,75c4b95d-a9c1-4e93-b246-5c85a5c3d607,Smoky Maple Ribs & Cheesy Corn Sweet Potato Wedges,1045.6500956022944,685.8,972.5900956022945,677.5323999999999
2026-W24,65,015b4a05-f91c-4637-a7f7-567f417979ac,Peri Peri Chicken Burger and Wedges,1056.4053537284894,656.3,1056.4053537284894,656.3
2026-W24,66,8d6d5c1c-e40d-4a94-b9df-ef64fbb76468,Herby Creamy Tomato Chicken Penne,697.8967495219885,495.4,694.0267495219884,494.4
2026-W24,67,9420c415-d59f-4ce4-bd6a-c36d7c073b82,Sticky Honey Indonesian Style Beef Rice Bowl,610.6596558317399,409.3,610.6596558317399,409.3
2026-W24,68,d51888fc-0b89-434e-9a1d-794b2f254887,Tex-Mex Style Pork Mince Tacos,942.6386233269598,542.8,876.8886233269598,535.3599999999999
2026-W24,69,74827582-ba48-44b5-a9ef-9b3985ddbf1e,Chermoula Lamb Koftas and Balsamic Fig Sauce,564.5315487571702,526.5,502.6515487571702,519.2299999999999
2026-W24,70,2b72b66e-ecad-4b35-b2df-822ca7b88fe5,Speedy Chipotle Bean Chilli,750,667.5,678.3,657.5
2026-W24,71,44712f7e-13bf-4718-9b1e-88a7baf14a8e,Presto Pesto Pea Rigatoni,766.491395793499,418.5,762.621395793499,417.5
2026-W24,72,c0ed7950-7c05-46f0-98aa-78cfafdb3519,21 Day Aged Sirloin Steak and Peppercorn Sauce,923.5181644359465,699.8,921.4281644359464,698.9699999999999
2026-W24,73,36aa7150-e790-4746-ad80-f12406db0d96,Lemon & Herb Salmon and Garlic Butter King Prawns,780.1147227533461,631.3,672.5647227533461,616.3
2026-W24,74,f07dfa78-efba-4abb-b40b-a8a6d52fd4f2,Monkfish and Kumato Tomato & Black Garlic Sauce,725.1434034416826,765.5,543.0634034416826,740.28
2026-W24,75,0884c302-9a8f-4047-a10b-a141e5303e82,21 Day Aged Fillet Steak and Tarragon Salsa Verde,833.6520076481835,547,584.8920076481835,518.0248
2026-W24,76,3cbb4b3e-e98e-4ee9-8f5e-6e00c097e553,Honey and Soy Glazed Duck Breast,612.3326959847036,584.5,612.3326959847036,584.5
2026-W24,77,047e0380-2acf-4209-8eda-0bbb2cc78c19,Ultimate Mediterranean Style Prawn & Chorizo Gnocchi,919.2160611854684,859.5,911.4760611854684,857.5
2026-W24,78,c03a9e48-113d-49f3-ab47-3933eae74e96,Ultimate Cumberland Sausage Toad in the Hole,1012.906309751434,865.8,721.526309751434,777.3263999999999
2026-W24,79,dd2de851-c464-4c99-be8f-e9c83d8049c9,"Brunch Inspired Fried Chicken, Bacon and Waffles",804.2543021032504,495.8,650.6243021032504,466.8
2026-W24,80,2f24b1e7-6a4b-458e-8155-b13045f3f2c0,Shawarma Style Harissa Fable Mushroom Flatbreads,1394.359464627151,766.8,1394.359464627151,766.8
2026-W25,1,1803f264-9017-49b2-8366-7b9f0d3f77fa,Crispy Chicken Schnitzel and Wedges,569.7896749521989,538.7,569.7896749521989,537.87
2026-W25,2,b08402b3-6450-43e3-a96a-bdce0d318f91,BBQ Beef and Pork Quesadillas Rapidas,774.1395793499044,464.8,708.3895793499044,457.36
2026-W25,3,433bf82f-2750-470f-a005-8eeb722bc54e,Quick Fragrant Pork and Mushroom Stir-Fry,665.8699808795411,356,661.9999808795411,355
2026-W25,4,b5d0fcf6-8303-4dde-8bec-520d3377e5d6,Teriyaki Chicken Tacos and Chips,763.623326959847,615.9,694.003326959847,607.4599999999999
2026-W25,5,982c2c09-c526-4045-aab0-180400a55729,Bacon and Butternut Squash Stovetop Risotto,664.6749521988528,572.3,664.6749521988528,572.3
2026-W25,6,39c32f2f-22b5-4860-bd6f-267430165745,Red Thai Style Sweet Potato Curry and Zesty Rice,771.0325047801147,772,763.2925047801147,770
2026-W25,7,2356c9dc-97be-40e1-a8bc-654b6da32786,Build Your Own: Spiced Pork and Corn Tacos,834.3690248565965,557.3,826.6290248565965,555.3
2026-W25,8,47bf2b09-a6b5-4347-9f87-49cad7aa2f5f,Family Favourite Cheesy Beef Chilli Loaded Jacky-P,766.9694072657743,740,689.6094072657743,729.56
2026-W25,9,a7d7b64c-ee28-44b3-ab74-916493ce3dad,Cheesy Piggy Pie and Peas,826.0038240917781,833.5,818.2638240917781,831.5
2026-W25,10,68a13f09-89fc-4b08-9788-655ff1db87d1,Portuguese Bifana Inspired Pork Sando,806.8833652007648,716.7,735.1833652007648,706.7
2026-W25,11,5fe008b4-ce06-4eae-961f-91720b10382b,Chicken alla Cacciatora and Roast Potatoes,480.1625239005736,726.9,472.4225239005736,724.9
2026-W25,12,404cda5a-8405-4d5b-82d6-8c98bfcf0130,Summery Crispy Serrano Ham and Lemon Risotto,524.6175908221797,738.5,516.8775908221797,736.5
2026-W25,13,98a36102-c376-4440-bde0-4355c035caf8,Beef Albóndigas and Butter Bean Stew,665.8699808795411,678.7,592.3799808795411,668.43
2026-W25,14,92d36a1c-0eef-4ceb-bac6-074d873d04f5,Spanakopita Inspired Sigara Böreği,1041.1089866156788,573.3,971.4889866156788,564.8599999999999
2026-W25,15,ee6150f1-4264-4416-a143-90d54cb373df,Tuscan Ribollita Inspired Soup,707.6959847036328,617,699.9559847036328,615
2026-W25,16,48d25141-a814-42bd-bfdf-789963ef7888,Butterflied Chicken and Kumato Tomato Salad,618.546845124283,581,477.226845124283,562.56
2026-W25,17,2acf57f6-2594-4b7e-a444-1ab0ef1827ff,Sticky Pork & Apple Burgers and Fennel Slaw,980.1625239005735,661.4,980.1625239005735,661.4
2026-W25,18,9cb8855a-2566-48b2-afa6-81b206b958cd,Crispy Chicken and Hot Sauce Burger,980.4015296367112,704,945.5915296367111,698.9499999999999
2026-W25,19,b4bd2d86-59ad-426a-98d8-45eb5d128a87,Cumberland Sausage and Pesto Roasted Veg Traybake,766.491395793499,674.5,766.491395793499,674.5
2026-W25,20,e5a8e64b-c056-457c-a25c-293a3935cfc7,Kumato Tomato and Goat's Cheese Tart,1158.9388145315488,472.5,1151.1988145315488,470.5
2026-W25,21,c15a98a5-f13d-4772-9ef7-e04a1b1dd4ec,"Fennel, Harissa and Chickpea Tagine",612.093690248566,811,604.353690248566,809
2026-W25,22,637cf1e6-e052-4e7c-b53e-d9bafa037202,21 Day Aged Rump Steak and Lime Chive Butter,606.5965583173996,498,499.0465583173996,483
2026-W25,23,c51964ae-118f-413b-900a-35044624f6ac,Teriyaki Duck Rice Bowl,826.7208413001912,673,818.9808413001912,671
2026-W25,24,b5ec5fb7-b005-4b0f-b5f0-92a0defd80c4,Bavarian Style Pork Belly and Homemade Apple Sauce,588.6711281070745,828.4,580.9311281070745,826.4
2026-W25,25,304ebc65-e548-4a9e-bde6-28b84d4a61aa,Teriyaki Salmon Poke Style Bowl,624.5219885277246,503,562.6419885277246,496.56
2026-W25,26,e0d51e34-f553-4b55-9f54-11753b238632,Pesto Baked Haddock and Warm Tomato Salsa,538.7189292543021,454.9,403.3489292543021,439.02
2026-W25,27,27786be3-6c7f-46bb-8525-3cc4b78ec98a,Tuscan Style Tuna Pasta Bake,699.3307839388145,431.8,550.2707839388145,411.36
2026-W25,28,f50b33bc-72e9-4d67-b92f-50260080489a,Jerk Spiced Crispy Prawn Tacos,881.9311663479923,587.9,742.6911663479923,572.0824
2026-W25,29,3e90e8c2-dbde-4261-8179-ba3c172fd2ff,Super Quick Sausage Lasagne Soup,621.4149139579349,559.2,613.6749139579349,557.2
2026-W25,30,3cef85ce-0e99-443d-9006-baf28dc0776c,Speediest Szechuan Chicken Stir-Fry,518.8814531548757,363.1,518.8814531548757,363.1
2026-W25,31,85a84b1f-7c10-4cc6-81a6-63ce55fa2026,Super Quick Cheeseburger Inspired Rice Bowl,850.3824091778203,398.8,850.3824091778203,398.8
2026-W25,32,8ecd94f4-d8bf-4e96-a7cc-b2bdca0e4735,Cured Ham Pasta Arrabbiata,602.7724665391969,388.8,527.2024665391968,377.8
2026-W25,33,56fb433a-bb9a-45a5-9bab-5d450702962c,Red Pepper Chilli Jelly Glazed Sausage Bake,764.34034416826,524.5,702.46034416826,518.06
2026-W25,34,736eb359-eab7-4bcc-8d6e-0289e54b4078,Easy Spanish Style Chicken Traybake,753.3460803059273,615.4,753.3460803059273,615.4
2026-W25,35,a0537d6e-f828-4595-bf19-abf5d990f289,Quick Harissa Cranberry Chicken on Bulgur,561.4244741873805,542.5,561.4244741873805,542.5
2026-W25,36,8b08a7cf-a7ac-4378-b117-23daef3503cf,Speedy Thai Inspired Pork Noodles,720.3632887189292,405.7,720.3632887189292,405.7
2026-W25,37,c3206e06-3e03-4d5e-8504-3a34ef1b0e69,Creamy Bacon and Mustard Penne,844.8852772466539,382,779.1352772466539,374.56
2026-W25,38,c0154428-d8a6-4164-98c9-824f3e1b8961,Quick and Easy Teriyaki Pork,747.131931166348,410,747.131931166348,410
2026-W25,39,051714d8-30c8-450e-bd20-f8f9c36e103e,Harissa Chicken Loaded Naans,633.8432122370937,403.8,633.8432122370937,403.8
2026-W25,40,db922104-99d1-40f8-bde5-8b45df1bca6b,Speedy Chorizo and Pea Orzo,780.3537284894837,339.3,772.6137284894837,337.3
2026-W25,41,19647c62-8b8a-45d1-9e5a-08ceb6de7010,15 Minute Creamy Truffle Mushroom Spaghetti,757.6481835564053,364.5,685.9481835564053,354.5
2026-W25,42,380bd02a-daca-4ce3-b0e4-a2e8428b644c,Speedy Veggie Beany Stew,668.2600382409178,559,664.3900382409178,558
2026-W25,43,eefe4ab3-fb0d-477b-aead-ab6ff9f4ce26,"Warming Ginger, Cauliflower and Coconut Bowl",619.7418738049713,554.5,612.0018738049713,552.5
2026-W25,44,2d3cbc08-909f-4150-be4d-c78a98410677,Umami Miso Mushroom Rigatoni,753.1070745697897,370,681.4070745697896,360
2026-W25,45,5786c7a7-1539-493f-ac44-4cd2e6fa70b7,Harissa Pearl Couscous Salad and Honeyed Carrots,784.6558317399617,694.8,722.7758317399617,688.3599999999999
2026-W25,46,714a1621-873a-4c92-bd79-efa7a7719681,Jerk Spiced Halloumi and Couscous Bowl,887.4282982791586,538,823.9182982791586,528.22
2026-W25,47,38ad46ce-da81-42af-98ce-8d2a53f6410c,Cheesy Garlic Mushroom Pizza & TABASCO® Brand Pepper Sauce Drizzle,984.2256214149139,518.3,912.5256214149139,508.29999999999995
2026-W25,48,0f63c382-586f-47e2-b923-5ea647c217b1,Black Garlic and Hoisin Glazed Tofu Bowl,632.887189292543,543.7,625.147189292543,541.7
2026-W25,49,358d259d-fc75-45e3-8862-cd080c954342,"Goat's Cheese, Apricot Jam and Crispy Onion Panini",646.5105162523901,526.8,611.7005162523901,522.5799999999999
2026-W25,50,8c6a8a65-e965-4083-bae6-107533a96d06,Aubergine Parmigiana Style Traybake,516.9694072657744,594.9,516.9694072657744,594.9
2026-W25,51,baf494b7-725a-45f4-960a-8e41728cd2d5,North Indian Style Roasted Cauliflower & Lentil Dal,429.25430210325044,553.5,425.38430210325043,552.5
2026-W25,52,eea1d559-6571-4a46-95c4-44e046745c0a,Cantonese Style Chicken Stir-Fry,491.6347992351816,417.5,491.6347992351816,417.5
2026-W25,53,708d95dc-7ad4-4bc4-87da-7d287b4f08bb,Chicken and Pepper Fajita Bowl,573.3747609942639,492,565.6347609942638,490
2026-W25,54,ad42af7f-0b90-44ec-83ef-144f266a8157,Greek Style Lamb Moussaka,576.2428298279159,507.3,568.5028298279159,505.3
2026-W25,55,75f1629d-8d81-4169-bec8-7cb14110e9ab,"Creamy Honey Bacon, Potato and Baby Gem Salad",583.8910133843212,479.5,583.8910133843212,479.5
2026-W25,56,7660f056-edf3-4bcc-ac62-b303abf263c7,Lemon & Herb Basa and Garlic-Parsley Drizzle,534.8948374760994,564.5,403.3948374760994,549.62
2026-W25,57,a70474e5-d26c-4abb-be1f-6904566de578,Pan-Fried Garlic Butter Chicken Thighs,800.4302103250478,604.9,734.6802103250478,597.4599999999999
2026-W25,58,9eaf5243-2bc1-4a85-bbad-aebf5a17d355,Cheesy Beef Mince Ragu,716.0611854684512,453.9,636.6211854684511,441.9
2026-W25,59,f41ff50d-8fe4-4412-b939-02d9518e1752,Chermoula Chicken and Warm Panzanella Pasta Salad,641.7304015296367,419.5,579.8504015296367,413.06
2026-W25,60,9de6024f-c884-4d0b-80a8-16a05e048809,Pork Meatballs in Smoky Tomato Sauce,641.2523900573614,630.8,641.2523900573614,629.9699999999999
2026-W25,61,5b7002c5-7e78-4f40-8f5c-cb8135202a8c,Herby Roast Chicken on Butter Beans,695.9847036328872,579.8,688.2447036328872,577.8
2026-W25,62,5ec6fe0b-1bef-4b3d-a009-98f47f1fe5d8,"King Prawn, Chilli and Chorizo Fresh Tagliatelle",748.3269598470363,687.3,698.0469598470363,681.2047999999999
2026-W25,63,4fdb6285-d58f-40a1-b0ed-1ec8dd72d12c,Hot Honey Glazed Lamb Steak and Truffle Potatoes,656.548757170172,614.5,584.848757170172,604.5
2026-W25,64,a4b90b65-eacf-4aff-9484-72a49ebf1602,Chimichurri 21 Day Aged Rump Steak Surf and Turf,810.4684512428298,661.8,620.9584512428298,641.4799999999999
2026-W25,65,85980746-fc2a-42ac-988f-e872baf21fca,Hoisin Pulled Beef Bao and Black Sesame Wedges,664.1969407265774,616.5,656.4569407265774,614.5
2026-W25,66,bbc13417-c788-4824-8d6a-c77f167d853a,Ultimate Cheesy Beef & Bacon Bolognese Gnocchi Bake,992.8298279158699,648.5,985.0898279158699,646.5
2026-W25,67,01da666b-8d1e-44f9-b802-6773b464caf4,Creamy Pesto Salmon and Bacon Smashed Potatoes,1097.5143403441682,727.4,1035.634340344168,720.9599999999999
2026-W25,68,b368d1e2-9fbb-481c-8e54-9f38f625e522,Chicken and Halloumi Shawarma,1218.2122370936902,744.3,1156.33223709369,737.8599999999999
2026-W25,69,c1d16d1b-b2db-45a2-a39c-98d0d2734daf,Korean Style Braised Pork Belly and Sticky Rice,811.9024856596558,519.3,715.7624856596558,508.09999999999997
2026-W25,70,e023639a-d115-432f-a74e-f0fbd6e3f503,Crispy Buffalo Halloumi Burger,1149.8565965583173,708.8,1142.1165965583173,706.8
2026-W25,71,9a682eab-c995-4db4-afec-80cc1603a32e,Korma Baked Basa and Chips,631.2141491395794,578.5,559.5141491395793,568.5
2026-W25,72,935aeb2c-73bd-4af9-9b41-02e7c4492cee,Curried Chicken Thigh Traybake,880.4971319311663,721.5,880.4971319311663,721.5
2026-W25,73,6b72083f-fc19-4c5d-81c6-07ab9ab4152f,Loaded Beef Chilli Nachos,966.0611854684512,542,958.3211854684512,540
2026-W25,74,ed1fe8bc-2071-4171-a33f-59c4a002cb6a,Crispy Serrano Caprese Bruschetta,483.0305927342256,416,412.5505927342256,407.34
2026-W25,75,7dd89fca-b7c8-4a50-b058-20648c034649,Marry Me Chicken,606.1185468451242,626,583.8185468451243,620
2026-W25,76,d6a1d809-ae80-47ed-bf08-6f5d6a5a7f72,Chicken in Creamy Tarragon Sauce,548.2791586998088,601.3,548.2791586998088,601.3
2026-W25,77,6305734f-54c2-49cc-a2a6-922cad310020,"Banging Bacon, Mustard and Mushroom Pie",624.5219885277246,718,523.7019885277246,700
2026-W25,78,cfd76850-3d7c-43a2-a2fc-8211476cd1d0,Cheeseburger Inspired Beef Quesadillas Rapidas,961.0420650095602,493,891.4220650095602,484.56
2026-W25,79,e4db3cba-107b-49b5-acab-bdac1b9dda5d,Buffalo Style Chicken Salad,675.1912045889101,483.8,551.4312045889101,470.92
2026-W25,80,dbe71a0e-1231-42f3-a3cb-d58831335552,Cumberland Sausages in Mustard Cream Sauce,766.7304015296367,766.9,766.7304015296367,766.9
2026-W25,81,1d7f2f8a-3efd-47c7-a96a-130edd937614,Onion Bhaji Fritter Burger and Chips,807.3613766730401,709.8,726.4713766730401,686.91
2026-W25,82,874c6e28-f596-46e4-a7ee-3c487f1890dc,Korma Spiced Paneer and Pepper Skewers,757.887189292543,510.5,757.887189292543,510.5
2026-W25,83,4d393fe8-7827-4119-b7e2-3d91c5b42c88,Tex-Mex Style Beef Enchilada Inspired Lasagne,901.7686424474188,654,763.8886424474188,631.22
2026-W25,84,fca9c0ae-89af-4ae5-8042-127bfff17907,Crispy Bacon & Aubergine Parmigiana Inspired Salad,587.2370936902486,554,525.3570936902486,547.56
2026-W25,85,d90b7402-38dd-47c0-adfe-d18ea4359dc1,Basa en Papillote and Sun-Dried Tomato Butter,522.227533460803,546.5,378.827533460803,526.5
2026-W25,86,bae4c48e-688a-4ea1-9ac8-670aea9b14cf,"Bangers, Mash and Leek & Chive Sauce",617.8298279158699,579.5,617.8298279158699,579.5
2026-W25,87,f9d19d4c-c707-47c7-a0d9-8286b9af56d7,Pan-Fried Pork Steak and Mustard Tarragon Sauce,567.1606118546845,665.3,567.1606118546845,665.3
2026-W25,88,89798154-ef74-4593-bab0-5ddf1a3108c6,Beef Cheeseburger Loaded Jacket Potato,754.7801147227533,707,673.5501147227533,695.56
2026-W25,89,697bc6fe-defc-4e46-bb74-6618bca8ea7d,Spiced Halloumi Steak and Hot Honey Sauce,834.1300191204589,490.8,656.9600191204589,467.36
2026-W25,90,a4f83a4c-ceea-480b-97e4-98542b9b572b,Creamy Chicken à la Normande,614.0057361376673,591.9,527.7457361376673,577.9
2026-W26,1,1b5f73a9-c758-4b21-849e-50847b801afe,"Jerk, Coconut and Guinness® Chicken Breast",806.1663479923518,782,798.4263479923518,780
2026-W26,2,bb1295fa-85ec-41df-9a7f-66e1424dac4a,Herby Beef and Pork Meatball Linguine,898.4225621414913,567.2,818.9825621414914,554.37
2026-W26,3,5a0a4cf7-2ac2-43c4-938e-599a133ab72b,Honey Mustard Sausages and Red Onion Gravy,637.906309751434,602.5,637.906309751434,602.5
2026-W26,4,0f093fb1-6548-40e3-950e-d77e99189da8,"Winner, Winner, Chicken (Pie) Dinner",993.7858508604206,782.5,993.7858508604206,782.5
2026-W26,5,86c9c406-2d3b-4d4a-80d2-d782121f3b55,Honey Mustard Sausage Traybake,739.244741873805,727.5,667.5447418738049,717.5
